INT_NO,INT_CREATE_DATE,INT_SPLIT1,INT_SPLIT2,INT_SPLIT3,INT_SPLIT4,INT_SPLIT5,INT_SPLIT6,INT_SPLIT7,INT_SPLIT8,INT_OFFSET,INT_CYCLE
687,2023-10-18 08:19:00,0,0,0,0,0,0,,,0,0
688,2023-10-18 08:00:00,0,0,0,0,0,0,,,0,0
688,2023-10-18 08:01:00,0,0,0,0,0,0,,,0,0
688,2023-10-18 08:02:00,0,0,0,0,0,0,,,0,0
688,2023-10-18 08:03:00,0,0,0,0,0,0,,,0,0
688,2023-10-18 08:04:00,0,0,0,0,0,0,,,0,0
688,2023-10-18 08:05:00,0,0,0,0,0,0,,,0,0
688,2023-10-18 08:06:00,0,0,0,0,0,0,,,0,0
688,2023-10-18 08:07:00,0,0,0,0,0,0,,,0,0
688,2023-10-18 08:08:00,0,0,0,0,0,0,,,0,0
688,2023-10-18 08:09:00,0,0,0,0,0,0,,,0,0
688,2023-10-18 08:10:00,0,0,0,0,0,0,,,0,0
688,2023-10-18 08:11:00,0,0,0,0,0,0,,,0,0
688,2023-10-18 08:12:00,0,0,0,0,0,0,,,0,0
688,2023-10-18 08:13:00,0,0,0,0,0,0,,,0,0
688,2023-10-18 08:14:00,0,0,0,0,0,0,,,0,0
688,2023-10-18 08:15:00,0,0,0,0,0,0,,,0,0
688,2023-10-18 08:16:00,0,0,0,0,0,0,,,0,0
688,2023-10-18 08:17:00,0,0,0,0,0,0,,,0,0
688,2023-10-18 08:18:00,0,0,0,0,0,0,,,0,0
688,2023-10-18 08:19:00,0,0,0,0,0,0,,,0,0
688,2023-10-18 08:20:00,0,0,0,0,0,0,,,0,0
689,2023-10-18 08:00:00,0,0,0,0,0,0,,,0,0
689,2023-10-18 08:01:00,0,0,0,0,0,0,,,0,0
689,2023-10-18 08:02:00,0,0,0,0,0,0,,,0,0
689,2023-10-18 08:03:00,0,0,0,0,0,0,,,0,0
689,2023-10-18 08:04:00,0,0,0,0,0,0,,,0,0
689,2023-10-18 08:05:00,0,0,0,0,0,0,,,0,0
689,2023-10-18 08:06:00,0,0,0,0,0,0,,,0,0
689,2023-10-18 08:07:00,0,0,0,0,0,0,,,0,0
689,2023-10-18 08:08:00,0,0,0,0,0,0,,,0,0
689,2023-10-18 08:09:00,0,0,0,0,0,0,,,0,0
689,2023-10-18 08:10:00,0,0,0,0,0,0,,,0,0
689,2023-10-18 08:11:00,0,0,0,0,0,0,,,0,0
689,2023-10-18 08:12:00,0,0,0,0,0,0,,,0,0
689,2023-10-18 08:13:00,0,0,0,0,0,0,,,0,0
689,2023-10-18 08:14:00,0,0,0,0,0,0,,,0,0
689,2023-10-18 08:15:00,0,0,0,0,0,0,,,0,0
689,2023-10-18 08:16:00,0,0,0,0,0,0,,,0,0
689,2023-10-18 08:17:00,0,0,0,0,0,0,,,0,0
689,2023-10-18 08:18:00,0,0,0,0,0,0,,,0,0
689,2023-10-18 08:19:00,0,0,0,0,0,0,,,0,0
691,2023-10-18 08:00:00,0,0,0,0,0,0,,,0,0
691,2023-10-18 08:01:00,0,0,0,0,0,0,,,0,0
691,2023-10-18 08:02:00,0,0,0,0,0,0,,,0,0
691,2023-10-18 08:03:00,0,0,0,0,0,0,,,0,0
691,2023-10-18 08:04:00,0,0,0,0,0,0,,,0,0
691,2023-10-18 08:05:00,0,0,0,0,0,0,,,0,0
691,2023-10-18 08:06:00,0,0,0,0,0,0,,,0,0
691,2023-10-18 08:07:00,0,0,0,0,0,0,,,0,0
691,2023-10-18 08:08:00,0,0,0,0,0,0,,,0,0
691,2023-10-18 08:09:00,0,0,0,0,0,0,,,0,0
691,2023-10-18 08:10:00,0,0,0,0,0,0,,,0,0
691,2023-10-18 08:11:00,0,0,0,0,0,0,,,0,0
691,2023-10-18 08:12:00,0,0,0,0,0,0,,,0,0
691,2023-10-18 08:13:00,0,0,0,0,0,0,,,0,0
691,2023-10-18 08:14:00,0,0,0,0,0,0,,,0,0
691,2023-10-18 08:15:00,0,0,0,0,0,0,,,0,0
691,2023-10-18 08:16:00,0,0,0,0,0,0,,,0,0
691,2023-10-18 08:17:00,0,0,0,0,0,0,,,0,0
691,2023-10-18 08:18:00,0,0,0,0,0,0,,,0,0
691,2023-10-18 08:19:00,0,0,0,0,0,0,,,0,0
692,2023-10-18 08:00:00,0,0,0,0,0,0,,,0,0
692,2023-10-18 08:01:00,0,0,0,0,0,0,,,0,0
692,2023-10-18 08:02:00,0,0,0,0,0,0,,,0,0
692,2023-10-18 08:03:00,0,0,0,0,0,0,,,0,0
692,2023-10-18 08:04:00,0,0,0,0,0,0,,,0,0
692,2023-10-18 08:05:00,0,0,0,0,0,0,,,0,0
692,2023-10-18 08:06:00,0,0,0,0,0,0,,,0,0
692,2023-10-18 08:07:00,0,0,0,0,0,0,,,0,0
692,2023-10-18 08:08:00,0,0,0,0,0,0,,,0,0
692,2023-10-18 08:09:00,0,0,0,0,0,0,,,0,0
692,2023-10-18 08:10:00,0,0,0,0,0,0,,,0,0
692,2023-10-18 08:11:00,0,0,0,0,0,0,,,0,0
692,2023-10-18 08:12:00,0,0,0,0,0,0,,,0,0
692,2023-10-18 08:13:00,0,0,0,0,0,0,,,0,0
692,2023-10-18 08:14:00,0,0,0,0,0,0,,,0,0
692,2023-10-18 08:15:00,0,0,0,0,0,0,,,0,0
692,2023-10-18 08:16:00,0,0,0,0,0,0,,,0,0
692,2023-10-18 08:17:00,0,0,0,0,0,0,,,0,0
692,2023-10-18 08:18:00,0,0,0,0,0,0,,,0,0
692,2023-10-18 08:19:00,0,0,0,0,0,0,,,0,0
693,2023-10-18 08:00:00,0,0,0,0,0,0,,,0,0
693,2023-10-18 08:01:00,0,0,0,0,0,0,,,0,0
693,2023-10-18 08:02:00,0,0,0,0,0,0,,,0,0
693,2023-10-18 08:03:00,0,0,0,0,0,0,,,0,0
693,2023-10-18 08:04:00,0,0,0,0,0,0,,,0,0
693,2023-10-18 08:05:00,0,0,0,0,0,0,,,0,0
693,2023-10-18 08:06:00,0,0,0,0,0,0,,,0,0
693,2023-10-18 08:07:00,0,0,0,0,0,0,,,0,0
693,2023-10-18 08:08:00,0,0,0,0,0,0,,,0,0
693,2023-10-18 08:09:00,0,0,0,0,0,0,,,0,0
693,2023-10-18 08:10:00,0,0,0,0,0,0,,,0,0
693,2023-10-18 08:11:00,0,0,0,0,0,0,,,0,0
693,2023-10-18 08:12:00,0,0,0,0,0,0,,,0,0
693,2023-10-18 08:13:00,0,0,0,0,0,0,,,0,0
693,2023-10-18 08:14:00,0,0,0,0,0,0,,,0,0
693,2023-10-18 08:15:00,0,0,0,0,0,0,,,0,0
693,2023-10-18 08:16:00,0,0,0,0,0,0,,,0,0
693,2023-10-18 08:17:00,0,0,0,0,0,0,,,0,0
693,2023-10-18 08:18:00,0,0,0,0,0,0,,,0,0
693,2023-10-18 08:19:00,0,0,0,0,0,0,,,0,0
696,2023-10-18 08:00:00,0,0,0,0,0,0,,,0,0
696,2023-10-18 08:01:00,0,0,0,0,0,0,,,0,0
696,2023-10-18 08:02:00,0,0,0,0,0,0,,,0,0
696,2023-10-18 08:03:00,0,0,0,0,0,0,,,0,0
696,2023-10-18 08:04:00,0,0,0,0,0,0,,,0,0
696,2023-10-18 08:05:00,0,0,0,0,0,0,,,0,0
696,2023-10-18 08:06:00,0,0,0,0,0,0,,,0,0
696,2023-10-18 08:07:00,0,0,0,0,0,0,,,0,0
696,2023-10-18 08:08:00,0,0,0,0,0,0,,,0,0
696,2023-10-18 08:09:00,0,0,0,0,0,0,,,0,0
696,2023-10-18 08:10:00,0,0,0,0,0,0,,,0,0
696,2023-10-18 08:11:00,0,0,0,0,0,0,,,0,0
696,2023-10-18 08:12:00,0,0,0,0,0,0,,,0,0
696,2023-10-18 08:13:00,0,0,0,0,0,0,,,0,0
696,2023-10-18 08:14:00,0,0,0,0,0,0,,,0,0
696,2023-10-18 08:15:00,0,0,0,0,0,0,,,0,0
696,2023-10-18 08:16:00,0,0,0,0,0,0,,,0,0
696,2023-10-18 08:17:00,0,0,0,0,0,0,,,0,0
696,2023-10-18 08:18:00,0,0,0,0,0,0,,,0,0
696,2023-10-18 08:19:00,0,0,0,0,0,0,,,0,0
698,2023-10-18 08:01:00,0,0,0,0,0,0,,,0,0
698,2023-10-18 08:02:00,0,0,0,0,0,0,,,0,0
698,2023-10-18 08:04:00,0,0,0,0,0,0,,,0,0
698,2023-10-18 08:05:00,0,0,0,0,0,0,,,0,0
698,2023-10-18 08:06:00,0,0,0,0,0,0,,,0,0
698,2023-10-18 08:07:00,0,0,0,0,0,0,,,0,0
698,2023-10-18 08:08:00,0,0,0,0,0,0,,,0,0
698,2023-10-18 08:09:00,0,0,0,0,0,0,,,0,0
698,2023-10-18 08:11:00,0,0,0,0,0,0,,,0,0
698,2023-10-18 08:12:00,0,0,0,0,0,0,,,0,0
698,2023-10-18 08:14:00,0,0,0,0,0,0,,,0,0
698,2023-10-18 08:15:00,0,0,0,0,0,0,,,0,0
698,2023-10-18 08:16:00,0,0,0,0,0,0,,,0,0
698,2023-10-18 08:17:00,0,0,0,0,0,0,,,0,0
698,2023-10-18 08:18:00,0,0,0,0,0,0,,,0,0
698,2023-10-18 08:19:00,0,0,0,0,0,0,,,0,0
699,2023-10-18 08:00:00,0,0,0,0,0,0,,,0,0
699,2023-10-18 08:01:00,0,0,0,0,0,0,,,0,0
699,2023-10-18 08:02:00,0,0,0,0,0,0,,,0,0
699,2023-10-18 08:03:00,0,0,0,0,0,0,,,0,0
699,2023-10-18 08:05:00,0,0,0,0,0,0,,,0,0
699,2023-10-18 08:06:00,0,0,0,0,0,0,,,0,0
699,2023-10-18 08:07:00,0,0,0,0,0,0,,,0,0
699,2023-10-18 08:08:00,0,0,0,0,0,0,,,0,0
699,2023-10-18 08:09:00,0,0,0,0,0,0,,,0,0
699,2023-10-18 08:10:00,0,0,0,0,0,0,,,0,0
699,2023-10-18 08:11:00,0,0,0,0,0,0,,,0,0
699,2023-10-18 08:12:00,0,0,0,0,0,0,,,0,0
699,2023-10-18 08:13:00,0,0,0,0,0,0,,,0,0
699,2023-10-18 08:14:00,0,0,0,0,0,0,,,0,0
699,2023-10-18 08:16:00,0,0,0,0,0,0,,,0,0
699,2023-10-18 08:17:00,0,0,0,0,0,0,,,0,0
699,2023-10-18 08:18:00,0,0,0,0,0,0,,,0,0
699,2023-10-18 08:19:00,0,0,0,0,0,0,,,0,0
700,2023-10-18 08:00:00,0,0,0,0,0,0,,,0,0
700,2023-10-18 08:01:00,0,0,0,0,0,0,,,0,0
700,2023-10-18 08:02:00,0,0,0,0,0,0,,,0,0
700,2023-10-18 08:03:00,0,0,0,0,0,0,,,0,0
700,2023-10-18 08:04:00,0,0,0,0,0,0,,,0,0
700,2023-10-18 08:05:00,0,0,0,0,0,0,,,0,0
700,2023-10-18 08:06:00,0,0,0,0,0,0,,,0,0
700,2023-10-18 08:07:00,0,0,0,0,0,0,,,0,0
700,2023-10-18 08:08:00,0,0,0,0,0,0,,,0,0
700,2023-10-18 08:09:00,0,0,0,0,0,0,,,0,0
700,2023-10-18 08:10:00,0,0,0,0,0,0,,,0,0
700,2023-10-18 08:11:00,0,0,0,0,0,0,,,0,0
700,2023-10-18 08:12:00,0,0,0,0,0,0,,,0,0
700,2023-10-18 08:13:00,0,0,0,0,0,0,,,0,0
700,2023-10-18 08:14:00,0,0,0,0,0,0,,,0,0
700,2023-10-18 08:15:00,0,0,0,0,0,0,,,0,0
700,2023-10-18 08:16:00,0,0,0,0,0,0,,,0,0
700,2023-10-18 08:17:00,0,0,0,0,0,0,,,0,0
700,2023-10-18 08:18:00,0,0,0,0,0,0,,,0,0
700,2023-10-18 08:19:00,0,0,0,0,0,0,,,0,0
701,2023-10-18 08:00:00,0,0,0,0,0,0,,,0,0
701,2023-10-18 08:01:00,0,0,0,0,0,0,,,0,0
701,2023-10-18 08:02:00,0,0,0,0,0,0,,,0,0
701,2023-10-18 08:03:00,0,0,0,0,0,0,,,0,0
701,2023-10-18 08:04:00,0,0,0,0,0,0,,,0,0
701,2023-10-18 08:05:00,0,0,0,0,0,0,,,0,0
701,2023-10-18 08:06:00,0,0,0,0,0,0,,,0,0
701,2023-10-18 08:07:00,0,0,0,0,0,0,,,0,0
701,2023-10-18 08:08:00,0,0,0,0,0,0,,,0,0
701,2023-10-18 08:09:00,0,0,0,0,0,0,,,0,0
701,2023-10-18 08:10:00,0,0,0,0,0,0,,,0,0
701,2023-10-18 08:11:00,0,0,0,0,0,0,,,0,0
701,2023-10-18 08:12:00,0,0,0,0,0,0,,,0,0
701,2023-10-18 08:13:00,0,0,0,0,0,0,,,0,0
701,2023-10-18 08:14:00,0,0,0,0,0,0,,,0,0
701,2023-10-18 08:15:00,0,0,0,0,0,0,,,0,0
701,2023-10-18 08:16:00,0,0,0,0,0,0,,,0,0
701,2023-10-18 08:17:00,0,0,0,0,0,0,,,0,0
701,2023-10-18 08:18:00,0,0,0,0,0,0,,,0,0
701,2023-10-18 08:19:00,0,0,0,0,0,0,,,0,0
702,2023-10-18 08:16:00,0,0,0,0,0,0,,,0,0
703,2023-10-18 08:00:00,0,0,0,0,0,0,,,0,0
703,2023-10-18 08:01:00,0,0,0,0,0,0,,,0,0
703,2023-10-18 08:02:00,0,0,0,0,0,0,,,0,0
703,2023-10-18 08:04:00,0,0,0,0,0,0,,,0,0
703,2023-10-18 08:05:00,0,0,0,0,0,0,,,0,0
703,2023-10-18 08:06:00,0,0,0,0,0,0,,,0,0
703,2023-10-18 08:07:00,0,0,0,0,0,0,,,0,0
703,2023-10-18 08:09:00,0,0,0,0,0,0,,,0,0
703,2023-10-18 08:10:00,0,0,0,0,0,0,,,0,0
703,2023-10-18 08:11:00,0,0,0,0,0,0,,,0,0
703,2023-10-18 08:12:00,0,0,0,0,0,0,,,0,0
703,2023-10-18 08:14:00,0,0,0,0,0,0,,,0,0
703,2023-10-18 08:15:00,0,0,0,0,0,0,,,0,0
703,2023-10-18 08:16:00,0,0,0,0,0,0,,,0,0
703,2023-10-18 08:17:00,0,0,0,0,0,0,,,0,0
703,2023-10-18 08:19:00,0,0,0,0,0,0,,,0,0
705,2023-10-18 08:00:00,0,0,0,0,0,0,,,0,0
705,2023-10-18 08:01:00,0,0,0,0,0,0,,,0,0
705,2023-10-18 08:02:00,0,0,0,0,0,0,,,0,0
705,2023-10-18 08:03:00,0,0,0,0,0,0,,,0,0
705,2023-10-18 08:04:00,0,0,0,0,0,0,,,0,0
705,2023-10-18 08:05:00,0,0,0,0,0,0,,,0,0
705,2023-10-18 08:06:00,0,0,0,0,0,0,,,0,0
705,2023-10-18 08:07:00,0,0,0,0,0,0,,,0,0
705,2023-10-18 08:08:00,0,0,0,0,0,0,,,0,0
705,2023-10-18 08:09:00,0,0,0,0,0,0,,,0,0
705,2023-10-18 08:10:00,0,0,0,0,0,0,,,0,0
705,2023-10-18 08:11:00,0,0,0,0,0,0,,,0,0
705,2023-10-18 08:12:00,0,0,0,0,0,0,,,0,0
705,2023-10-18 08:13:00,0,0,0,0,0,0,,,0,0
705,2023-10-18 08:14:00,0,0,0,0,0,0,,,0,0
705,2023-10-18 08:15:00,0,0,0,0,0,0,,,0,0
705,2023-10-18 08:16:00,0,0,0,0,0,0,,,0,0
705,2023-10-18 08:17:00,0,0,0,0,0,0,,,0,0
705,2023-10-18 08:18:00,0,0,0,0,0,0,,,0,0
705,2023-10-18 08:19:00,0,0,0,0,0,0,,,0,0
706,2023-10-18 08:00:00,0,0,0,0,0,0,,,0,0
706,2023-10-18 08:01:00,0,0,0,0,0,0,,,0,0
706,2023-10-18 08:02:00,0,0,0,0,0,0,,,0,0
706,2023-10-18 08:03:00,0,0,0,0,0,0,,,0,0
706,2023-10-18 08:04:00,0,0,0,0,0,0,,,0,0
706,2023-10-18 08:05:00,0,0,0,0,0,0,,,0,0
706,2023-10-18 08:06:00,0,0,0,0,0,0,,,0,0
706,2023-10-18 08:07:00,0,0,0,0,0,0,,,0,0
706,2023-10-18 08:08:00,0,0,0,0,0,0,,,0,0
706,2023-10-18 08:09:00,0,0,0,0,0,0,,,0,0
706,2023-10-18 08:10:00,0,0,0,0,0,0,,,0,0
706,2023-10-18 08:11:00,0,0,0,0,0,0,,,0,0
706,2023-10-18 08:12:00,0,0,0,0,0,0,,,0,0
706,2023-10-18 08:13:00,0,0,0,0,0,0,,,0,0
706,2023-10-18 08:14:00,0,0,0,0,0,0,,,0,0
706,2023-10-18 08:15:00,0,0,0,0,0,0,,,0,0
706,2023-10-18 08:16:00,0,0,0,0,0,0,,,0,0
706,2023-10-18 08:17:00,0,0,0,0,0,0,,,0,0
706,2023-10-18 08:18:00,0,0,0,0,0,0,,,0,0
706,2023-10-18 08:19:00,0,0,0,0,0,0,,,0,0
707,2023-10-18 08:00:00,0,0,0,0,0,0,,,0,0
707,2023-10-18 08:01:00,0,0,0,0,0,0,,,0,0
707,2023-10-18 08:02:00,0,0,0,0,0,0,,,0,0
707,2023-10-18 08:03:00,0,0,0,0,0,0,,,0,0
707,2023-10-18 08:04:00,0,0,0,0,0,0,,,0,0
707,2023-10-18 08:05:00,0,0,0,0,0,0,,,0,0
707,2023-10-18 08:06:00,0,0,0,0,0,0,,,0,0
707,2023-10-18 08:07:00,0,0,0,0,0,0,,,0,0
707,2023-10-18 08:08:00,0,0,0,0,0,0,,,0,0
707,2023-10-18 08:09:00,0,0,0,0,0,0,,,0,0
707,2023-10-18 08:10:00,0,0,0,0,0,0,,,0,0
707,2023-10-18 08:11:00,0,0,0,0,0,0,,,0,0
707,2023-10-18 08:12:00,0,0,0,0,0,0,,,0,0
707,2023-10-18 08:13:00,0,0,0,0,0,0,,,0,0
707,2023-10-18 08:14:00,0,0,0,0,0,0,,,0,0
707,2023-10-18 08:15:00,0,0,0,0,0,0,,,0,0
707,2023-10-18 08:16:00,0,0,0,0,0,0,,,0,0
707,2023-10-18 08:17:00,0,0,0,0,0,0,,,0,0
707,2023-10-18 08:18:00,0,0,0,0,0,0,,,0,0
707,2023-10-18 08:19:00,0,0,0,0,0,0,,,0,0
711,2023-10-18 08:00:00,0,0,0,0,0,0,,,0,0
711,2023-10-18 08:01:00,0,0,0,0,0,0,,,0,0
711,2023-10-18 08:02:00,0,0,0,0,0,0,,,0,0
711,2023-10-18 08:03:00,0,0,0,0,0,0,,,0,0
711,2023-10-18 08:04:00,0,0,0,0,0,0,,,0,0
711,2023-10-18 08:05:00,0,0,0,0,0,0,,,0,0
711,2023-10-18 08:06:00,0,0,0,0,0,0,,,0,0
711,2023-10-18 08:07:00,0,0,0,0,0,0,,,0,0
711,2023-10-18 08:08:00,0,0,0,0,0,0,,,0,0
711,2023-10-18 08:09:00,0,0,0,0,0,0,,,0,0
711,2023-10-18 08:10:00,0,0,0,0,0,0,,,0,0
711,2023-10-18 08:11:00,0,0,0,0,0,0,,,0,0
711,2023-10-18 08:12:00,0,0,0,0,0,0,,,0,0
711,2023-10-18 08:13:00,0,0,0,0,0,0,,,0,0
711,2023-10-18 08:14:00,0,0,0,0,0,0,,,0,0
711,2023-10-18 08:15:00,0,0,0,0,0,0,,,0,0
711,2023-10-18 08:16:00,0,0,0,0,0,0,,,0,0
711,2023-10-18 08:17:00,0,0,0,0,0,0,,,0,0
711,2023-10-18 08:18:00,0,0,0,0,0,0,,,0,0
711,2023-10-18 08:19:00,0,0,0,0,0,0,,,0,0
712,2023-10-18 08:00:00,0,0,0,0,0,0,,,0,0
712,2023-10-18 08:01:00,0,0,0,0,0,0,,,0,0
712,2023-10-18 08:02:00,0,0,0,0,0,0,,,0,0
712,2023-10-18 08:03:00,0,0,0,0,0,0,,,0,0
712,2023-10-18 08:04:00,0,0,0,0,0,0,,,0,0
712,2023-10-18 08:05:00,0,0,0,0,0,0,,,0,0
712,2023-10-18 08:06:00,0,0,0,0,0,0,,,0,0
712,2023-10-18 08:07:00,0,0,0,0,0,0,,,0,0
712,2023-10-18 08:08:00,0,0,0,0,0,0,,,0,0
712,2023-10-18 08:09:00,0,0,0,0,0,0,,,0,0
712,2023-10-18 08:10:00,0,0,0,0,0,0,,,0,0
712,2023-10-18 08:11:00,0,0,0,0,0,0,,,0,0
712,2023-10-18 08:12:00,0,0,0,0,0,0,,,0,0
712,2023-10-18 08:13:00,0,0,0,0,0,0,,,0,0
712,2023-10-18 08:14:00,0,0,0,0,0,0,,,0,0
712,2023-10-18 08:15:00,0,0,0,0,0,0,,,0,0
712,2023-10-18 08:16:00,0,0,0,0,0,0,,,0,0
712,2023-10-18 08:17:00,0,0,0,0,0,0,,,0,0
712,2023-10-18 08:18:00,0,0,0,0,0,0,,,0,0
712,2023-10-18 08:19:00,0,0,0,0,0,0,,,0,0
713,2023-10-18 08:00:00,0,0,0,0,0,0,,,0,0
713,2023-10-18 08:01:00,0,0,0,0,0,0,,,0,0
713,2023-10-18 08:02:00,0,0,0,0,0,0,,,0,0
713,2023-10-18 08:03:00,0,0,0,0,0,0,,,0,0
713,2023-10-18 08:04:00,0,0,0,0,0,0,,,0,0
713,2023-10-18 08:05:00,0,0,0,0,0,0,,,0,0
713,2023-10-18 08:06:00,0,0,0,0,0,0,,,0,0
713,2023-10-18 08:07:00,0,0,0,0,0,0,,,0,0
713,2023-10-18 08:08:00,0,0,0,0,0,0,,,0,0
713,2023-10-18 08:09:00,0,0,0,0,0,0,,,0,0
713,2023-10-18 08:10:00,0,0,0,0,0,0,,,0,0
713,2023-10-18 08:11:00,0,0,0,0,0,0,,,0,0
713,2023-10-18 08:12:00,0,0,0,0,0,0,,,0,0
713,2023-10-18 08:13:00,0,0,0,0,0,0,,,0,0
713,2023-10-18 08:14:00,0,0,0,0,0,0,,,0,0
713,2023-10-18 08:15:00,0,0,0,0,0,0,,,0,0
713,2023-10-18 08:16:00,0,0,0,0,0,0,,,0,0
713,2023-10-18 08:17:00,0,0,0,0,0,0,,,0,0
713,2023-10-18 08:18:00,0,0,0,0,0,0,,,0,0
713,2023-10-18 08:19:00,0,0,0,0,0,0,,,0,0
716,2023-10-18 08:00:00,0,0,0,0,0,0,,,0,0
716,2023-10-18 08:01:00,0,0,0,0,0,0,,,0,0
716,2023-10-18 08:02:00,0,0,0,0,0,0,,,0,0
716,2023-10-18 08:03:00,0,0,0,0,0,0,,,0,0
716,2023-10-18 08:04:00,0,0,0,0,0,0,,,0,0
716,2023-10-18 08:05:00,0,0,0,0,0,0,,,0,0
716,2023-10-18 08:06:00,0,0,0,0,0,0,,,0,0
716,2023-10-18 08:07:00,0,0,0,0,0,0,,,0,0
716,2023-10-18 08:08:00,0,0,0,0,0,0,,,0,0
716,2023-10-18 08:09:00,0,0,0,0,0,0,,,0,0
716,2023-10-18 08:10:00,0,0,0,0,0,0,,,0,0
716,2023-10-18 08:11:00,0,0,0,0,0,0,,,0,0
716,2023-10-18 08:12:00,0,0,0,0,0,0,,,0,0
716,2023-10-18 08:13:00,0,0,0,0,0,0,,,0,0
716,2023-10-18 08:14:00,0,0,0,0,0,0,,,0,0
716,2023-10-18 08:15:00,0,0,0,0,0,0,,,0,0
716,2023-10-18 08:16:00,0,0,0,0,0,0,,,0,0
716,2023-10-18 08:17:00,0,0,0,0,0,0,,,0,0
716,2023-10-18 08:18:00,0,0,0,0,0,0,,,0,0
716,2023-10-18 08:19:00,0,0,0,0,0,0,,,0,0
718,2023-10-18 08:00:00,0,0,0,0,0,0,,,0,0
718,2023-10-18 08:01:00,0,0,0,0,0,0,,,0,0
718,2023-10-18 08:02:00,0,0,0,0,0,0,,,0,0
718,2023-10-18 08:03:00,0,0,0,0,0,0,,,0,0
718,2023-10-18 08:05:00,0,0,0,0,0,0,,,0,0
718,2023-10-18 08:06:00,0,0,0,0,0,0,,,0,0
718,2023-10-18 08:07:00,0,0,0,0,0,0,,,0,0
718,2023-10-18 08:08:00,0,0,0,0,0,0,,,0,0
718,2023-10-18 08:10:00,0,0,0,0,0,0,,,0,0
718,2023-10-18 08:11:00,0,0,0,0,0,0,,,0,0
718,2023-10-18 08:12:00,0,0,0,0,0,0,,,0,0
718,2023-10-18 08:13:00,0,0,0,0,0,0,,,0,0
718,2023-10-18 08:15:00,0,0,0,0,0,0,,,0,0
718,2023-10-18 08:16:00,0,0,0,0,0,0,,,0,0
718,2023-10-18 08:17:00,0,0,0,0,0,0,,,0,0
718,2023-10-18 08:18:00,0,0,0,0,0,0,,,0,0
719,2023-10-18 08:00:00,0,0,0,0,0,0,,,0,0
719,2023-10-18 08:01:00,0,0,0,0,0,0,,,0,0
719,2023-10-18 08:03:00,0,0,0,0,0,0,,,0,0
719,2023-10-18 08:04:00,0,0,0,0,0,0,,,0,0
719,2023-10-18 08:05:00,0,0,0,0,0,0,,,0,0
719,2023-10-18 08:06:00,0,0,0,0,0,0,,,0,0
719,2023-10-18 08:08:00,0,0,0,0,0,0,,,0,0
719,2023-10-18 08:09:00,0,0,0,0,0,0,,,0,0
719,2023-10-18 08:10:00,0,0,0,0,0,0,,,0,0
719,2023-10-18 08:11:00,0,0,0,0,0,0,,,0,0
719,2023-10-18 08:13:00,0,0,0,0,0,0,,,0,0
719,2023-10-18 08:14:00,0,0,0,0,0,0,,,0,0
719,2023-10-18 08:15:00,0,0,0,0,0,0,,,0,0
719,2023-10-18 08:16:00,0,0,0,0,0,0,,,0,0
719,2023-10-18 08:18:00,0,0,0,0,0,0,,,0,0
719,2023-10-18 08:19:00,0,0,0,0,0,0,,,0,0
720,2023-10-18 08:00:00,0,0,0,0,0,0,,,0,0
720,2023-10-18 08:01:00,0,0,0,0,0,0,,,0,0
720,2023-10-18 08:02:00,0,0,0,0,0,0,,,0,0
720,2023-10-18 08:03:00,0,0,0,0,0,0,,,0,0
720,2023-10-18 08:04:00,0,0,0,0,0,0,,,0,0
720,2023-10-18 08:05:00,0,0,0,0,0,0,,,0,0
720,2023-10-18 08:06:00,0,0,0,0,0,0,,,0,0
720,2023-10-18 08:07:00,0,0,0,0,0,0,,,0,0
720,2023-10-18 08:08:00,0,0,0,0,0,0,,,0,0
720,2023-10-18 08:09:00,0,0,0,0,0,0,,,0,0
720,2023-10-18 08:10:00,0,0,0,0,0,0,,,0,0
720,2023-10-18 08:11:00,0,0,0,0,0,0,,,0,0
720,2023-10-18 08:12:00,0,0,0,0,0,0,,,0,0
720,2023-10-18 08:13:00,0,0,0,0,0,0,,,0,0
720,2023-10-18 08:14:00,0,0,0,0,0,0,,,0,0
720,2023-10-18 08:15:00,0,0,0,0,0,0,,,0,0
720,2023-10-18 08:16:00,0,0,0,0,0,0,,,0,0
720,2023-10-18 08:17:00,0,0,0,0,0,0,,,0,0
720,2023-10-18 08:18:00,0,0,0,0,0,0,,,0,0
720,2023-10-18 08:19:00,0,0,0,0,0,0,,,0,0
721,2023-10-18 08:00:00,0,0,0,0,0,0,,,0,0
721,2023-10-18 08:01:00,0,0,0,0,0,0,,,0,0
721,2023-10-18 08:02:00,0,0,0,0,0,0,,,0,0
721,2023-10-18 08:03:00,0,0,0,0,0,0,,,0,0
721,2023-10-18 08:04:00,0,0,0,0,0,0,,,0,0
721,2023-10-18 08:05:00,0,0,0,0,0,0,,,0,0
721,2023-10-18 08:06:00,0,0,0,0,0,0,,,0,0
721,2023-10-18 08:07:00,0,0,0,0,0,0,,,0,0
721,2023-10-18 08:08:00,0,0,0,0,0,0,,,0,0
721,2023-10-18 08:09:00,0,0,0,0,0,0,,,0,0
721,2023-10-18 08:10:00,0,0,0,0,0,0,,,0,0
721,2023-10-18 08:11:00,0,0,0,0,0,0,,,0,0
721,2023-10-18 08:12:00,0,0,0,0,0,0,,,0,0
721,2023-10-18 08:13:00,0,0,0,0,0,0,,,0,0
721,2023-10-18 08:14:00,0,0,0,0,0,0,,,0,0
