COL_DTM,STD_LINK_ID,SPEED,COL_TYPE
20231018080000,2050203500,4,MOCT
20231018080000,2050203600,43,MOCT
20231018080000,2050203700,40,MOCT
20231018080000,2050203800,28,MOCT
20231018080000,2050203900,31,MOCT
20231018080000,2050204000,13,MOCT
20231018080000,2050204100,15,MOCT
20231018080000,2050204200,41,MOCT
20231018080000,2050204300,25,MOCT
20231018080000,2050204400,19,MOCT
20231018080000,2050204500,34,MOCT
20231018080000,2050204600,4,MOCT
20231018080000,2050204700,4,MOCT
20231018080000,2050204800,10,MOCT
20231018080000,2050204900,13,MOCT
20231018080000,2050205000,30,MOCT
20231018080000,2050205100,30,MOCT
20231018080000,2050205200,17,MOCT
20231018080000,2050205300,12,MOCT
20231018080000,2050205400,29,MOCT
20231018080000,2050205500,25,MOCT
20231018080000,2050205600,26,MOCT
20231018080000,2050205700,14,MOCT
20231018080000,2050205800,15,MOCT
20231018080000,2050205900,12,MOCT
20231018080000,2050206000,24,MOCT
20231018080000,2050206100,22,MOCT
20231018080000,2050206200,11,MOCT
20231018080000,2050206300,6,MOCT
20231018080000,2050206400,4,MOCT
20231018080000,2050206500,4,MOCT
20231018080000,2050206600,28,MOCT
20231018080000,2050206700,29,MOCT
20231018080000,2050206800,32,MOCT
20231018080000,2050206900,10,MOCT
20231018080000,2050207000,19,MOCT
20231018080000,2050207100,26,MOCT
20231018080000,2050207200,26,MOCT
20231018080000,2050207300,30,MOCT
20231018080000,2050207400,21,MOCT
20231018080000,2050207500,25,MOCT
20231018080000,2050207600,12,MOCT
20231018080000,2050207700,18,MOCT
20231018080000,2050207800,4,MOCT
20231018080000,2050207900,8,MOCT
20231018080000,2050208000,17,MOCT
20231018080000,2050208100,31,MOCT
20231018080000,2050208200,14,MOCT
20231018080000,2050208300,13,MOCT
20231018080000,2050208400,25,MOCT
20231018080000,2050208500,21,MOCT
20231018080000,2050208600,19,MOCT
20231018080000,2050208700,24,MOCT
20231018080000,2050208800,18,MOCT
20231018080000,2050208900,18,MOCT
20231018080000,2050209000,4,MOCT
20231018080000,2050209100,19,MOCT
20231018080000,2050209200,22,MOCT
20231018080000,2050209300,24,MOCT
20231018080000,2050209400,30,MOCT
20231018080000,2050209500,30,MOCT
20231018080000,2050209600,58,MOCT
20231018080000,2050209700,26,MOCT
20231018080000,2050209800,17,MOCT
20231018080000,2050209900,16,MOCT
20231018080000,2050210000,24,MOCT
20231018080000,2050210100,27,MOCT
20231018080000,2050210200,32,MOCT
20231018080000,2050210300,39,MOCT
20231018080000,2050210400,18,MOCT
20231018080000,2050210500,16,MOCT
20231018080000,2050210600,74,MOCT
20231018080000,2050210700,51,MOCT
20231018080000,2050210800,62,MOCT
20231018080000,2050210900,64,MOCT
20231018080000,2050211000,57,MOCT
20231018080000,2050211100,13,MOCT
20231018080000,2050211200,44,MOCT
20231018080000,2050211300,20,MOCT
20231018080000,2050211600,66,MOCT
20231018080000,2050211700,63,MOCT
20231018080000,2050211800,13,MOCT
20231018080000,2050211900,47,MOCT
20231018080000,2050212000,63,MOCT
20231018080000,2050212100,54,MOCT
20231018080000,2050212200,71,MOCT
20231018080000,2050212300,75,MOCT
20231018080000,2050212400,50,MOCT
20231018080000,2050212500,58,MOCT
20231018080000,2050212600,26,MOCT
20231018080000,2050212700,46,MOCT
20231018080000,2050212801,42,MOCT
20231018080000,2050212901,31,MOCT
20231018080000,2050213001,38,MOCT
20231018080000,2050213101,32,MOCT
20231018080000,2050213201,28,MOCT
20231018080000,2050213301,46,MOCT
20231018080000,2050213401,60,MOCT
20231018080000,2050213501,41,MOCT
20231018080000,2050213601,72,MOCT
20231018080000,2050213701,69,MOCT
20231018080000,2050213801,66,MOCT
20231018080000,2050213901,70,MOCT
20231018080000,2050214001,26,MOCT
20231018080000,2050214101,12,MOCT
20231018080000,2050214201,36,MOCT
20231018080000,2050214301,55,MOCT
20231018080000,2050214401,27,MOCT
20231018080000,2050214501,49,MOCT
20231018080000,2050214601,34,MOCT
20231018080000,2050214701,29,MOCT
20231018080000,2050214801,49,MOCT
20231018080000,2050214901,52,MOCT
20231018080000,2050215001,48,MOCT
20231018080000,2050215101,69,MOCT
20231018080000,2050215201,23,MOCT
20231018080000,2050215301,53,MOCT
20231018080000,2050215401,8,MOCT
20231018080000,2050215501,62,MOCT
20231018080000,2050215601,32,MOCT
20231018080000,2050215701,29,MOCT
20231018080000,2050215801,23,MOCT
20231018080000,2050215901,29,MOCT
20231018080000,2050216001,46,MOCT
20231018080000,2050216101,60,MOCT
20231018080000,2050216201,58,MOCT
20231018080000,2050216301,13,MOCT
20231018080000,2050216401,12,MOCT
20231018080000,2050216501,14,MOCT
20231018080000,2050216601,4,MOCT
20231018080000,2050216701,16,MOCT
20231018080000,2050216801,14,MOCT
20231018080000,2060000100,41,MOCT
20231018080000,2060000200,25,MOCT
20231018080000,2060000301,20,MOCT
20231018080000,2060000302,28,MOCT
20231018080000,2060000303,30,MOCT
20231018080000,2060000401,23,MOCT
20231018080000,2060000402,19,MOCT
20231018080000,2060000403,18,MOCT
20231018080000,2060000500,22,MOCT
20231018080000,2060000600,18,MOCT
20231018080000,2060000700,69,MOCT
20231018080000,2060000800,15,MOCT
20231018080000,2060000900,39,MOCT
20231018080000,2060001000,39,MOCT
20231018080000,2060001101,29,MOCT
20231018080000,2060001201,87,MOCT
20231018080000,2060001300,44,MOCT
20231018080000,2060001400,20,MOCT
20231018080000,2060001502,45,MOCT
20231018080000,2060001504,29,MOCT
20231018080000,2060001505,60,MOCT
20231018080000,2060001506,25,MOCT
20231018080000,2060001507,50,MOCT
20231018080000,2060001602,40,MOCT
20231018080000,2060001604,30,MOCT
20231018080000,2060001605,46,MOCT
20231018080000,2060001606,38,MOCT
20231018080000,2060001607,53,MOCT
20231018080000,2060001700,36,MOCT
20231018080000,2060001800,26,MOCT
20231018080000,2060001900,37,MOCT
20231018080000,2060002000,22,MOCT
20231018080000,2060002100,37,MOCT
20231018080000,2060002200,27,MOCT
20231018080000,2060002300,35,MOCT
20231018080000,2060002400,34,MOCT
20231018080000,2060002500,28,MOCT
20231018080000,2060002600,38,MOCT
20231018080000,2060002700,45,MOCT
20231018080000,2060002800,23,MOCT
20231018080000,2060002900,26,MOCT
20231018080000,2060003000,19,MOCT
20231018080000,2060003100,45,MOCT
20231018080000,2060003200,19,MOCT
20231018080000,2060003300,46,MOCT
20231018080000,2060003400,25,MOCT
20231018080000,2060003500,46,MOCT
20231018080000,2060003600,23,MOCT
20231018080000,2060003900,24,MOCT
20231018080000,2060004000,40,MOCT
20231018080000,2060004100,38,MOCT
20231018080000,2060004200,11,MOCT
20231018080000,2060004301,30,MOCT
20231018080000,2060004302,48,MOCT
20231018080000,2060004401,34,MOCT
20231018080000,2060004402,30,MOCT
20231018080000,2060004500,39,MOCT
20231018080000,2060004600,20,MOCT
20231018080000,2060004700,16,MOCT
20231018080000,2060004800,14,MOCT
20231018080000,2060004901,39,MOCT
20231018080000,2060004902,23,MOCT
