COL_DTM,INT_NO,INT_STAT,INT_PHASE_NO,LNKD_DTM
20231019140945,371,1,2,2023-10-19 14:09:46
20231019140945,467,1,4,2023-10-19 14:09:46
20231019140945,71,1,3,2023-10-19 14:09:46
20231019140945,212,1,1,2023-10-19 14:09:46
20231019140945,359,1,4,2023-10-19 14:09:46
20231019140946,658,1,3,2023-10-19 14:09:47
20231019140946,132,1,1,2023-10-19 14:09:47
20231019140946,311,1,4,2023-10-19 14:09:47
20231019140957,163,1,3,2023-10-19 14:09:58
20231019140957,228,1,3,2023-10-19 14:09:58
20231016054109,261,1,1,2023-10-16 05:41:10
20231019140946,119,1,3,2023-10-19 14:09:47
20231019140946,183,1,1,2023-10-19 14:09:47
20231019140946,264,1,3,2023-10-19 14:09:47
20231019140946,495,1,1,2023-10-19 14:09:47
20231019140946,98,1,3,2023-10-19 14:09:47
20231019140946,224,1,1,2023-10-19 14:09:47
20231019140946,301,1,2,2023-10-19 14:09:47
20231019140946,634,1,2,2023-10-19 14:09:47
20231019140946,140,1,1,2023-10-19 14:09:47
20231019140946,345,1,3,2023-10-19 14:09:47
20231019140946,48,1,4,2023-10-19 14:09:47
20231019140946,214,1,1,2023-10-19 14:09:47
20231019140946,305,1,4,2023-10-19 14:09:47
20231016054110,392,1,1,2023-10-16 05:41:11
20231019140755,598,1,1,2023-10-19 14:07:56
20231019140946,514,1,2,2023-10-19 14:09:47
20231019140946,90,1,3,2023-10-19 14:09:47
20231019140947,293,1,4,2023-10-19 14:09:48
20231019140947,299,1,1,2023-10-19 14:09:48
20231019140958,200,1,6,2023-10-19 14:09:59
20231019140947,517,1,2,2023-10-19 14:09:48
20231019140947,383,1,1,2023-10-19 14:09:48
20231019140947,223,1,1,2023-10-19 14:09:48
20231019140947,300,1,3,2023-10-19 14:09:48
20231019140947,74,1,2,2023-10-19 14:09:48
20231019140947,362,1,3,2023-10-19 14:09:48
20231019140947,740,1,2,2023-10-19 14:09:48
20231019140947,94,1,1,2023-10-19 14:09:48
20231019140947,151,1,2,2023-10-19 14:09:48
20231019140947,488,1,5,2023-10-19 14:09:48
20231019140947,571,1,3,2023-10-19 14:09:48
20231019140947,322,1,2,2023-10-19 14:09:48
20231019140947,738,1,2,2023-10-19 14:09:48
20231019140947,136,1,2,2023-10-19 14:09:48
20231019140947,309,1,3,2023-10-19 14:09:48
20231019140947,41,1,1,2023-10-19 14:09:48
20231019140958,373,1,5,2023-10-19 14:09:59
20231016054110,548,1,1,2023-10-16 05:41:11
20231019140947,109,1,2,2023-10-19 14:09:48
20231019140947,743,1,2,2023-10-19 14:09:48
20231019140947,52,1,2,2023-10-19 14:09:48
20231019141000,732,1,2,2023-10-19 14:10:01
20231019140959,22,1,1,2023-10-19 14:10:00
20231019140948,557,1,3,2023-10-19 14:09:49
20231019140948,736,1,3,2023-10-19 14:09:49
20231019140948,647,1,4,2023-10-19 14:09:49
20231019140948,189,1,2,2023-10-19 14:09:49
20231019140948,673,1,5,2023-10-19 14:09:49
20231019140948,660,1,3,2023-10-19 14:09:49
20231019140948,619,1,2,2023-10-19 14:09:49
20231019140949,338,4,1,2023-10-19 14:09:50
20231019140949,594,2,1,2023-10-19 14:09:50
20231019140949,325,2,1,2023-10-19 14:09:50
20231019140949,581,2,1,2023-10-19 14:09:50
20231019140949,416,2,1,2023-10-19 14:09:50
20231019140957,731,1,2,2023-10-19 14:09:58
20231019140957,53,1,4,2023-10-19 14:09:58
20231019140957,123,1,3,2023-10-19 14:09:58
20231019140957,456,1,1,2023-10-19 14:09:58
20231019140957,489,1,2,2023-10-19 14:09:58
20231019140957,617,1,1,2023-10-19 14:09:58
20231019140957,288,1,4,2023-10-19 14:09:58
20231019140957,307,1,5,2023-10-19 14:09:58
20231019140957,454,1,3,2023-10-19 14:09:58
20231019140958,651,1,4,2023-10-19 14:09:59
20231019140958,453,1,3,2023-10-19 14:09:59
20231019140958,524,1,2,2023-10-19 14:09:59
20231019140958,60,1,4,2023-10-19 14:09:59
20231019140958,32,1,6,2023-10-19 14:09:59
20231019140958,272,1,2,2023-10-19 14:09:59
20231019140958,404,1,4,2023-10-19 14:09:59
20231019140958,231,1,3,2023-10-19 14:09:59
20231019140959,661,1,2,2023-10-19 14:10:00
20231019140959,348,1,2,2023-10-19 14:10:00
20231019140959,721,1,2,2023-10-19 14:10:00
20231019140959,510,1,3,2023-10-19 14:10:00
20231019140959,654,1,3,2023-10-19 14:10:00
20231019141000,623,1,3,2023-10-19 14:10:01
20231019141000,195,1,3,2023-10-19 14:10:01
20231019141000,419,1,1,2023-10-19 14:10:01
20231019141000,752,1,4,2023-10-19 14:10:01
20231019141000,186,1,2,2023-10-19 14:10:01
20231019141000,577,1,2,2023-10-19 14:10:01
20231019141000,718,1,2,2023-10-19 14:10:01
20231019141000,249,1,3,2023-10-19 14:10:01
20231016054110,521,1,1,2023-10-16 05:41:11
20231016054110,382,1,1,2023-10-16 05:41:11
20231016054110,544,1,1,2023-10-16 05:41:11
20231019140849,155,1,1,2023-10-19 14:08:50
20231019140851,388,1,1,2023-10-19 14:08:52
20231019140850,182,1,1,2023-10-19 14:08:51
20231019140845,15,1,1,2023-10-19 14:08:46
20231019140850,578,1,1,2023-10-19 14:08:51
20231019140850,230,1,1,2023-10-19 14:08:51
20231016054110,432,1,1,2023-10-16 05:41:11
20231019140845,110,1,1,2023-10-19 14:08:46
20231019140851,219,1,1,2023-10-19 14:08:52
20231019140851,86,1,1,2023-10-19 14:08:52
20231019140851,134,1,1,2023-10-19 14:08:52
20231019140854,728,1,1,2023-10-19 14:08:55
20231019140806,168,1,1,2023-10-19 14:08:07
20231019140856,280,1,1,2023-10-19 14:08:57
20231019140825,176,1,1,2023-10-19 14:08:26
20231019140817,42,1,1,2023-10-19 14:08:18
20231019140847,177,1,1,2023-10-19 14:08:48
20231019140847,247,1,1,2023-10-19 14:08:48
20231019140852,595,1,1,2023-10-19 14:08:53
20231019140852,659,1,1,2023-10-19 14:08:53
20231019140830,20,1,1,2023-10-19 14:08:31
20231019140857,573,1,1,2023-10-19 14:08:58
20231019140858,664,1,1,2023-10-19 14:08:59
20231019140832,458,1,1,2023-10-19 14:08:33
20231019133353,702,1,2,2023-10-19 13:33:54
20231019140857,742,1,1,2023-10-19 14:08:58
20231019140833,255,1,1,2023-10-19 14:08:34
20231019140857,583,1,2,2023-10-19 14:08:58
20231019140836,97,1,1,2023-10-19 14:08:37
20231019140841,422,1,1,2023-10-19 14:08:42
20231019140842,657,1,1,2023-10-19 14:08:43
20231019140842,17,1,1,2023-10-19 14:08:43
20231019140843,727,1,1,2023-10-19 14:08:44
20231019140844,102,1,1,2023-10-19 14:08:45
20231019140849,349,1,1,2023-10-19 14:08:50
20231019140852,535,1,1,2023-10-19 14:08:53
20231019140852,533,1,1,2023-10-19 14:08:53
