COL_DTM,INT_NO,INT_STAT,INT_PHASE_NO,LNKD_DTM
20231019140934,326,1,3,2023-10-19 14:09:35
20231019140957,492,1,6,2023-10-19 14:09:58
20231019140935,104,1,3,2023-10-19 14:09:36
20231019140957,112,1,2,2023-10-19 14:09:58
20231019140935,638,1,1,2023-10-19 14:09:36
20231019140935,479,1,2,2023-10-19 14:09:36
20231019140935,556,1,3,2023-10-19 14:09:36
20231019140935,227,1,2,2023-10-19 14:09:36
20231019140935,289,1,5,2023-10-19 14:09:36
20231019140935,138,1,1,2023-10-19 14:09:36
20231019140957,35,1,6,2023-10-19 14:09:58
20231019140945,211,1,1,2023-10-19 14:09:46
