INT_NO,INT_PHASE_NO,INT_PLAN_CLSS,INT_RING,INT_FLOW_NO,INT_MIN_SPLIT,INT_MAX_SPLIT,INT_YELLOW,INT_MAIN_PHASE,INT_LANE,INT_PHASE_LAT1,INT_PHASE_LNG1,INT_PHASE_LAT2,INT_PHASE_LNG2,INT_PHASE_LAT3,INT_PHASE_LNG3
394,1,0,0,21,0,0,0,0,0,37.40328,127.10296,37.40327,127.10255,37.40338,127.10251
394,2,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
403,1,0,0,6,0,0,0,0,0,37.40331,127.10536,37.40332,127.10496,37.40332,127.10481
403,1,0,1,2,0,0,0,0,0,37.40311,127.10455,37.40312,127.10496,37.40312,127.1051
403,2,0,0,6,0,0,0,0,0,37.40331,127.10536,37.40332,127.10496,37.40332,127.10481
403,2,0,1,1,0,0,0,0,0,37.40311,127.10535,37.40312,127.10495,37.40301,127.105
403,3,0,0,7,0,0,0,0,0,37.40356,127.1049,37.40326,127.10507,37.40326,127.10521
403,3,0,1,4,0,0,0,0,0,37.40347,127.10467,37.40318,127.10484,37.40307,127.10489
403,4,0,0,8,0,0,0,0,0,37.40295,127.10522,37.40326,127.10507,37.40336,127.10501
403,4,0,1,3,0,0,0,0,0,37.40288,127.10499,37.40318,127.10484,37.40318,127.10469
403,5,0,0,5,0,0,0,0,0,37.40331,127.10454,37.40332,127.10495,37.40343,127.10489
403,5,0,1,2,0,0,0,0,0,37.40311,127.10455,37.40312,127.10496,37.40312,127.1051
404,1,0,0,8,0,0,0,0,0,37.39956,127.10671,37.39987,127.10659,37.39998,127.10654
404,1,0,1,4,0,0,0,0,0,37.40011,127.10622,37.39981,127.10635,37.3997,127.1064
404,2,0,0,7,0,0,0,0,0,37.40018,127.10646,37.39987,127.10659,37.39987,127.10673
404,2,0,1,3,0,0,0,0,0,37.3995,127.10647,37.39981,127.10635,37.39981,127.1062
404,3,0,1,1,0,0,0,0,0,37.39974,127.10688,37.39974,127.10647,37.39963,127.10651
404,3,0,0,6,0,0,0,0,0,37.39994,127.10688,37.39994,127.10647,37.39994,127.10632
404,4,0,0,6,0,0,0,0,0,37.39994,127.10688,37.39994,127.10647,37.39994,127.10632
404,4,0,1,2,0,0,0,0,0,37.39974,127.10606,37.39974,127.10647,37.39974,127.10662
404,5,0,0,5,0,0,0,0,0,37.39994,127.10606,37.39994,127.10647,37.40005,127.10642
404,5,0,1,2,0,0,0,0,0,37.39974,127.10606,37.39974,127.10647,37.39974,127.10662
405,1,0,1,4,0,0,0,0,0,37.39658,127.10685,37.39626,127.10681,37.39615,127.10675
405,1,0,0,8,0,0,0,0,0,37.39591,127.1069,37.39621,127.10704,37.39633,127.10706
405,2,0,0,7,0,0,0,0,0,37.39656,127.1071,37.39623,127.10705,37.39623,127.1072
405,2,0,1,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
405,3,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
405,3,0,1,1,0,0,0,0,0,37.39614,127.10733,37.39615,127.10693,37.39604,127.10688
406,1,0,0,8,0,0,0,0,0,37.39396,127.10539,37.39417,127.1057,37.39426,127.10578
406,1,0,1,3,0,0,0,0,0,37.39411,127.10523,37.39432,127.10554,37.39438,127.10542
406,2,0,0,8,0,0,0,0,0,37.39396,127.10539,37.39417,127.1057,37.39426,127.10578
406,2,0,1,4,0,0,0,0,0,37.39457,127.10574,37.3943,127.10552,37.39422,127.10541
406,3,0,0,7,0,0,0,0,0,37.39446,127.10595,37.39419,127.10573,37.39412,127.10585
406,3,0,1,4,0,0,0,0,0,37.39457,127.10574,37.3943,127.10552,37.39422,127.10541
406,4,0,0,5,0,0,0,0,0,37.39451,127.10536,37.39432,127.10569,37.39442,127.10577
406,4,0,1,2,0,0,0,0,0,37.39434,127.10522,37.39416,127.10555,37.39409,127.10567
406,5,0,0,6,0,0,0,0,0,37.39414,127.10603,37.39432,127.10569,37.39439,127.10557
406,5,0,1,1,0,0,0,0,0,37.39398,127.10589,37.39416,127.10555,37.39408,127.10544
407,1,0,0,8,0,0,0,0,0,37.38812,127.10183,37.38843,127.1017,37.38855,127.10169
407,1,0,1,4,0,0,0,0,0,37.38871,127.10143,37.38839,127.10145,37.38828,127.1015
407,2,0,0,5,0,0,0,0,0,37.38847,127.10116,37.38849,127.10157,37.38861,127.10156
407,3,0,1,3,0,0,0,0,0,37.38806,127.1016,37.38836,127.10146,37.38835,127.10132
407,3,0,0,8,0,0,0,0,0,37.38812,127.10183,37.38843,127.1017,37.38855,127.10169
408,1,0,0,5,0,0,0,0,0,37.38178,127.10191,37.3817,127.10231,37.38181,127.10232
408,1,0,1,2,0,0,0,0,0,37.38159,127.10185,37.38151,127.10224,37.38147,127.10239
408,2,0,0,6,0,0,0,0,0,37.38161,127.1027,37.3817,127.10231,37.38173,127.10217
408,2,0,1,1,0,0,0,0,0,37.38142,127.10263,37.38151,127.10224,37.38139,127.10224
408,3,0,0,8,0,0,0,0,0,37.38128,127.10241,37.3816,127.1024,37.38172,127.10242
408,3,0,1,3,0,0,0,0,0,37.38127,127.10216,37.3816,127.10215,37.38163,127.10201
408,4,0,0,7,0,0,0,0,0,37.38191,127.10245,37.38159,127.1024,37.38156,127.10254
408,4,0,1,4,0,0,0,0,0,37.38194,127.1022,37.38161,127.10215,37.3815,127.10215
409,1,0,0,8,0,0,0,0,0,37.3779,127.10214,37.37822,127.1022,37.37833,127.10222
409,1,0,1,4,0,0,0,0,0,37.37857,127.10202,37.37825,127.10196,37.37813,127.10193
409,2,0,0,8,0,0,0,0,0,37.3779,127.10214,37.37822,127.1022,37.37833,127.10222
409,2,0,1,3,0,0,0,0,0,37.37793,127.1019,37.37825,127.10196,37.37826,127.10181
409,3,0,0,5,0,0,0,0,0,37.37836,127.10168,37.37833,127.10209,37.37845,127.10211
409,3,0,1,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
410,1,0,0,8,0,0,0,0,0,37.37466,127.10189,37.37498,127.10188,37.3751,127.10189
410,1,0,1,4,0,0,0,0,0,37.37531,127.10165,37.37498,127.10163,37.37487,127.10164
410,2,0,0,5,0,0,0,0,0,37.37512,127.10137,37.37508,127.10177,37.3752,127.10178
410,2,0,1,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
411,1,0,1,4,0,0,0,0,0,37.37086,127.10164,37.37053,127.10162,37.37042,127.10161
411,1,0,0,8,0,0,0,0,0,37.3702,127.10185,37.37053,127.10187,37.37064,127.10187
411,2,0,0,7,0,0,0,0,0,37.37085,127.10189,37.37052,127.10187,37.37052,127.10201
411,2,0,1,3,0,0,0,0,0,37.37021,127.10161,37.37053,127.10162,37.37053,127.10147
411,3,0,0,5,0,0,0,0,0,37.37063,127.10134,37.37063,127.10174,37.37075,127.10175
411,3,0,1,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
412,1,0,0,8,0,0,0,0,0,37.36924,127.10181,37.36956,127.10183,37.36968,127.10183
412,1,0,1,4,0,0,0,0,0,37.36989,127.10159,37.36957,127.10158,37.36945,127.10157
412,2,0,0,8,0,0,0,0,0,37.36924,127.10181,37.36956,127.10183,37.36968,127.10183
412,2,0,1,3,0,0,0,0,0,37.36924,127.10157,37.36957,127.10158,37.36957,127.10143
412,3,0,0,5,0,0,0,0,0,37.36968,127.1013,37.36966,127.10171,37.36978,127.10171
412,3,0,1,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
413,1,0,0,8,0,0,0,0,0,37.36631,127.10172,37.36663,127.10171,37.36675,127.10172
413,1,0,1,4,0,0,0,0,0,37.36696,127.10148,37.36663,127.10146,37.36652,127.10147
413,2,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
414,1,0,0,8,0,0,0,0,0,37.36341,127.10173,37.36373,127.10172,37.36385,127.10172
414,1,0,1,4,0,0,0,0,0,37.36406,127.10148,37.36373,127.10147,37.36361,127.10147
414,2,0,0,7,0,0,0,0,0,37.36405,127.10173,37.36373,127.10172,37.36373,127.10187
414,2,0,1,3,0,0,0,0,0,37.3634,127.10148,37.36373,127.10147,37.36373,127.10132
414,3,0,0,7,0,0,0,0,0,37.36405,127.10173,37.36373,127.10172,37.36373,127.10187
414,3,0,1,3,0,0,0,0,0,37.3634,127.10148,37.36373,127.10147,37.36373,127.10132
414,4,0,0,5,0,0,0,0,0,37.36384,127.10119,37.36383,127.1016,37.36395,127.1016
414,4,0,1,1,0,0,0,0,0,37.36364,127.102,37.36363,127.1016,37.36351,127.1016
415,1,0,0,8,0,0,0,0,0,37.35722,127.10187,37.35754,127.10188,37.35766,127.10188
415,1,0,1,4,0,0,0,0,0,37.35787,127.10163,37.35754,127.10163,37.35743,127.10162
415,2,0,0,7,0,0,0,0,0,37.35787,127.10188,37.35754,127.10188,37.35754,127.10202
415,2,0,1,3,0,0,0,0,0,37.35722,127.10162,37.35755,127.10163,37.35754,127.10148
415,3,0,0,5,0,0,0,0,0,37.35764,127.10134,37.35764,127.10175,37.35776,127.10175
415,3,0,1,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
415,4,0,1,1,0,0,0,0,0,37.35744,127.10215,37.35745,127.10175,37.35733,127.10175
415,4,0,0,5,0,0,0,0,0,37.35764,127.10134,37.35764,127.10175,37.35776,127.10175
416,1,0,0,8,0,0,0,0,0,37.35312,127.10183,37.35345,127.10183,37.35356,127.10182
416,1,0,1,4,0,0,0,0,0,37.35377,127.10157,37.35344,127.10158,37.35333,127.10158
416,2,0,1,3,0,0,0,0,0,37.35312,127.10158,37.35344,127.10158,37.3534,127.10144
416,2,0,0,7,0,0,0,0,0,37.35377,127.10182,37.35345,127.10183,37.35345,127.10197
416,3,0,1,1,0,0,0,0,0,37.35334,127.10211,37.35335,127.1017,37.35323,127.1017
416,3,0,0,5,0,0,0,0,0,37.35343,127.10128,37.35354,127.10166,37.35366,127.10166
416,4,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
416,4,0,1,1,0,0,0,0,0,37.35334,127.10211,37.35335,127.1017,37.35323,127.1017
168,2,0,0,5,0,0,0,0,0,37.36463,127.12338,37.36447,127.12373,37.36455,127.12383
169,1,0,0,8,0,0,0,0,0,37.36314,127.12327,37.36346,127.12328,37.36357,127.12334
169,1,0,1,4,0,0,0,0,0,37.3638,127.12321,37.36351,127.12304,37.36339,127.12304
169,2,0,0,8,0,0,0,0,0,37.36314,127.12327,37.36346,127.12328,37.36357,127.12334
169,2,0,1,3,0,0,0,0,0,37.36315,127.12302,37.36347,127.12303,37.36347,127.12289
169,3,0,0,5,0,0,0,0,0,37.36357,127.12275,37.36357,127.12316,37.36367,127.12322
170,1,0,0,8,0,0,0,0,0,37.36203,127.12323,37.36235,127.12323,37.36247,127.12324
170,1,0,1,4,0,0,0,0,0,37.36268,127.123,37.36236,127.12299,37.36224,127.12299
170,2,0,0,5,0,0,0,0,0,37.36245,127.1227,37.36245,127.12311,37.36257,127.12311
171,1,0,0,8,0,0,0,0,0,37.36068,127.12319,37.36101,127.12322,37.36112,127.12322
171,1,0,1,4,0,0,0,0,0,37.36134,127.12297,37.36101,127.12297,37.3609,127.12296
171,2,0,0,5,0,0,0,0,0,37.36112,127.12269,37.36111,127.1231,37.36123,127.1231
172,1,0,0,8,0,0,0,0,0,37.35981,127.12285,37.36006,127.12311,37.36018,127.12312
172,1,0,1,4,0,0,0,0,0,37.36046,127.12292,37.36013,127.12289,37.36004,127.12279
172,2,0,0,7,0,0,0,0,0,37.36044,127.12316,37.36012,127.12313,37.36007,127.12327
172,3,0,1,1,0,0,0,0,0,37.3599,127.12333,37.36003,127.12296,37.35994,127.12287
173,1,0,0,8,0,0,0,0,0,37.35927,127.12194,37.35934,127.12234,37.35943,127.12243
173,1,0,1,4,0,0,0,0,0,37.35975,127.12247,37.3595,127.12221,37.35947,127.12207
173,2,0,0,7,0,0,0,0,0,37.35963,127.12266,37.35937,127.1224,37.35928,127.12249
173,2,0,1,4,0,0,0,0,0,37.35975,127.12247,37.3595,127.12221,37.35947,127.12207
173,3,0,1,1,0,0,0,0,0,37.35911,127.12243,37.35938,127.1222,37.35936,127.12206
174,1,0,0,6,0,0,0,0,0,37.35934,127.12074,37.35933,127.12033,37.35933,127.12019
174,1,0,1,2,0,0,0,0,0,37.35912,127.11993,37.35913,127.12034,37.35913,127.12049
174,2,0,0,7,0,0,0,0,0,37.35956,127.12043,37.35924,127.12046,37.35924,127.12061
174,3,0,0,5,0,0,0,0,0,37.35932,127.11993,37.35933,127.12034,37.35945,127.12032
174,3,0,1,2,0,0,0,0,0,37.35912,127.11993,37.35913,127.12034,37.35913,127.12049
175,1,0,1,4,0,0,0,0,0,37.3689,127.11467,37.36857,127.11465,37.36845,127.11466
175,1,0,0,8,0,0,0,0,0,37.36825,127.11491,37.36857,127.1149,37.36869,127.11491
175,2,0,0,7,0,0,0,0,0,37.36889,127.11491,37.36857,127.1149,37.36856,127.11505
175,2,0,1,3,0,0,0,0,0,37.36824,127.11466,37.36857,127.11465,37.36857,127.11451
175,3,0,0,6,0,0,0,0,0,37.36867,127.11519,37.36867,127.11478,37.36867,127.11463
175,3,0,1,1,0,0,0,0,0,37.36847,127.11518,37.36847,127.11478,37.36835,127.11478
175,4,0,0,5,0,0,0,0,0,37.36866,127.11437,37.36867,127.11478,37.36878,127.11478
175,4,0,1,2,0,0,0,0,0,37.36847,127.11437,37.36847,127.11478,37.36847,127.11493
176,1,0,0,8,0,0,0,0,0,37.36691,127.11493,37.36724,127.11493,37.36735,127.11493
176,1,0,1,4,0,0,0,0,0,37.36756,127.11467,37.36723,127.11468,37.36712,127.11468
176,2,0,1,3,0,0,0,0,0,37.36691,127.11468,37.36724,127.11468,37.36724,127.11453
176,2,0,0,8,0,0,0,0,0,37.36691,127.11493,37.36724,127.11493,37.36735,127.11493
176,3,0,0,5,0,0,0,0,0,37.36734,127.1144,37.36734,127.11481,37.36745,127.1148
177,1,0,0,8,0,0,0,0,0,37.36587,127.11492,37.36619,127.11492,37.36631,127.11492
177,1,0,1,4,0,0,0,0,0,37.36652,127.11468,37.36619,127.11467,37.36608,127.11468
177,2,0,0,7,0,0,0,0,0,37.36652,127.11492,37.36619,127.11492,37.36619,127.11507
177,2,0,1,3,0,0,0,0,0,37.36587,127.11468,37.36619,127.11467,37.36619,127.11453
177,3,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
177,4,0,0,5,0,0,0,0,0,37.36628,127.11439,37.36629,127.1148,37.36641,127.1148
177,4,0,1,1,0,0,0,0,0,37.36609,127.1152,37.36609,127.1148,37.36598,127.1148
178,1,0,0,8,0,0,0,0,0,37.36313,127.11493,37.36346,127.11493,37.36358,127.11493
178,1,0,1,4,0,0,0,0,0,37.36378,127.11468,37.36346,127.11468,37.36334,127.11468
178,2,0,0,7,0,0,0,0,0,37.36378,127.11493,37.36346,127.11493,37.36346,127.11507
178,2,0,1,3,0,0,0,0,0,37.36313,127.11468,37.36346,127.11468,37.36346,127.11453
178,3,0,0,5,0,0,0,0,0,37.36356,127.1144,37.36356,127.1148,37.36367,127.1148
178,3,0,1,2,0,0,0,0,0,37.36336,127.11439,37.36336,127.1148,37.36336,127.11495
178,4,0,1,1,0,0,0,0,0,37.36336,127.11521,37.36336,127.1148,37.36324,127.1148
178,4,0,0,6,0,0,0,0,0,37.36356,127.11521,37.36356,127.1148,37.36356,127.11465
179,1,0,0,6,0,0,0,0,0,37.36358,127.11766,37.36358,127.11725,37.36358,127.11711
179,1,0,1,2,0,0,0,0,0,37.36338,127.11685,37.36338,127.11725,37.36338,127.1174
179,2,0,0,7,0,0,0,0,0,37.36381,127.11736,37.36349,127.11738,37.36348,127.11752
179,2,0,1,3,0,0,0,0,0,37.36316,127.11714,37.36348,127.11713,37.36348,127.11698
179,3,0,0,6,0,0,0,0,0,37.36358,127.11766,37.36358,127.11725,37.36358,127.11711
179,3,0,1,2,0,0,0,0,0,37.36338,127.11685,37.36338,127.11725,37.36338,127.1174
179,4,0,1,3,0,0,0,0,0,37.36316,127.11714,37.36348,127.11713,37.36348,127.11698
179,4,0,0,7,0,0,0,0,0,37.36381,127.11736,37.36349,127.11738,37.36348,127.11752
180,1,0,1,4,0,0,0,0,0,37.3638,127.11894,37.36348,127.11894,37.36336,127.11894
180,1,0,0,8,0,0,0,0,0,37.36315,127.11919,37.36348,127.11918,37.3636,127.11918
180,2,0,0,7,0,0,0,0,0,37.3638,127.11919,37.36348,127.11918,37.36348,127.11933
180,2,0,1,3,0,0,0,0,0,37.36315,127.11894,37.36348,127.11894,37.36348,127.11879
180,3,0,0,5,0,0,0,0,0,37.36358,127.11865,37.36358,127.11906,37.36369,127.11906
180,3,0,1,2,0,0,0,0,0,37.36338,127.11865,37.36338,127.11906,37.36338,127.11921
180,4,0,0,6,0,0,0,0,0,37.36358,127.11947,37.36358,127.11906,37.36358,127.11891
180,4,0,1,2,0,0,0,0,0,37.36338,127.11865,37.36338,127.11906,37.36338,127.11921
180,5,0,0,6,0,0,0,0,0,37.36358,127.11947,37.36358,127.11906,37.36358,127.11891
180,5,0,1,1,0,0,0,0,0,37.36338,127.11947,37.36338,127.11906,37.36326,127.11906
181,1,0,0,8,0,0,0,0,0,37.35889,127.11921,37.35922,127.1192,37.35933,127.1192
181,1,0,1,4,0,0,0,0,0,37.35954,127.11895,37.35921,127.11895,37.3591,127.11896
181,2,0,0,7,0,0,0,0,0,37.35954,127.1192,37.35921,127.1192,37.35921,127.11935
181,2,0,1,3,0,0,0,0,0,37.35888,127.11896,37.35921,127.11895,37.35921,127.1188
181,3,0,1,2,0,0,0,0,0,37.35912,127.11867,37.35911,127.11907,37.35911,127.11922
181,3,0,0,6,0,0,0,0,0,37.35932,127.11948,37.35931,127.11907,37.35931,127.11893
181,4,0,0,5,0,0,0,0,0,37.35932,127.11867,37.35931,127.11908,37.35943,127.11908
181,4,0,1,1,0,0,0,0,0,37.35912,127.11948,37.35911,127.11908,37.359,127.11908
182,1,0,0,8,0,0,0,0,0,37.36138,127.11494,37.3617,127.11494,37.36182,127.11494
182,1,0,1,4,0,0,0,0,0,37.36202,127.11469,37.3617,127.11469,37.36158,127.11469
182,2,0,1,3,0,0,0,0,0,37.36137,127.11469,37.3617,127.11469,37.3617,127.11454
182,3,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
182,4,0,0,5,0,0,0,0,0,37.36179,127.11441,37.3618,127.11481,37.36192,127.11481
183,1,0,1,2,0,0,0,0,0,37.35985,127.11443,37.35985,127.11483,37.35985,127.11498
183,1,0,0,6,0,0,0,0,0,37.36004,127.11524,37.36004,127.11483,37.36004,127.11469
183,2,0,0,5,0,0,0,0,0,37.36004,127.11443,37.36004,127.11483,37.36016,127.11483
183,2,0,1,1,0,0,0,0,0,37.35984,127.11524,37.35985,127.11483,37.35973,127.11483
183,3,0,0,7,0,0,0,0,0,37.36027,127.11495,37.35995,127.11496,37.35995,127.1151
183,3,0,1,4,0,0,0,0,0,37.36027,127.11471,37.35994,127.11471,37.35983,127.11471
183,4,0,0,8,0,0,0,0,0,37.35962,127.11496,37.35995,127.11496,37.36006,127.11496
183,4,0,1,3,0,0,0,0,0,37.35962,127.11471,37.35995,127.11471,37.35995,127.11456
184,1,0,0,6,0,0,0,0,0,37.37824,127.10934,37.37847,127.10906,37.37856,127.10896
184,1,0,1,2,0,0,0,0,0,37.37857,127.10861,37.37833,127.10888,37.37825,127.10898
184,2,0,1,2,0,0,0,0,0,37.37857,127.10861,37.37833,127.10888,37.37825,127.10898
184,2,0,0,5,0,0,0,0,0,37.37871,127.10879,37.37846,127.10906,37.37856,127.10915
184,3,0,0,8,0,0,0,0,0,37.3781,127.10878,37.37833,127.10906,37.37842,127.10915
184,3,0,1,4,0,0,0,0,0,37.37872,127.10912,37.37846,127.10887,37.37837,127.10877
184,4,0,0,7,0,0,0,0,0,37.3786,127.10932,37.37834,127.10907,37.37825,127.10917
184,4,0,1,3,0,0,0,0,0,37.37823,127.1086,37.37847,127.10888,37.37855,127.10878
184,5,0,0,6,0,0,0,0,0,37.37824,127.10934,37.37847,127.10906,37.37856,127.10896
184,5,0,1,1,0,0,0,0,0,37.3781,127.10917,37.37833,127.10888,37.37824,127.10878
185,1,0,1,4,0,0,0,0,0,37.37738,127.10998,37.37713,127.11024,37.37704,127.11034
185,1,0,0,8,0,0,0,0,0,37.37702,127.1107,37.37726,127.11043,37.37735,127.11034
185,2,0,0,7,0,0,0,0,0,37.3775,127.11018,37.37725,127.11043,37.37733,127.11054
185,2,0,1,4,0,0,0,0,0,37.37738,127.10998,37.37713,127.11024,37.37704,127.11034
185,3,0,0,7,0,0,0,0,0,37.3775,127.11018,37.37725,127.11043,37.37733,127.11054
185,3,0,1,3,0,0,0,0,0,37.37688,127.11052,37.37712,127.11025,37.37702,127.11019
185,4,0,0,6,0,0,0,0,0,37.37749,127.11055,37.37726,127.11025,37.37715,127.1102
185,4,0,1,1,0,0,0,0,0,37.37734,127.11072,37.37712,127.11042,37.37703,127.11052
185,5,0,0,5,0,0,0,0,0,37.37693,127.11007,37.37723,127.11022,37.37732,127.11013
185,5,0,1,2,0,0,0,0,0,37.37685,127.1103,37.37715,127.11045,37.37723,127.11056
186,1,0,1,4,0,0,0,0,0,37.3765,127.11095,37.37626,127.11123,37.37617,127.11132
186,1,0,0,8,0,0,0,0,0,37.37615,127.11168,37.37639,127.11141,37.37648,127.11131
186,2,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
187,1,0,0,6,0,0,0,0,0,37.37574,127.11248,37.37552,127.11218,37.37545,127.11207
187,1,0,1,2,0,0,0,0,0,37.37516,127.11205,37.37538,127.11235,37.37546,127.11246
187,2,0,0,5,0,0,0,0,0,37.37531,127.11188,37.37553,127.11218,37.37561,127.11209
187,2,0,1,1,0,0,0,0,0,37.3756,127.11265,37.37538,127.11235,37.37529,127.11245
187,3,0,0,8,0,0,0,0,0,37.37528,127.11263,37.37552,127.11236,37.37561,127.11226
187,3,0,1,3,0,0,0,0,0,37.37515,127.11245,37.37538,127.11218,37.37531,127.11207
187,4,0,0,8,0,0,0,0,0,37.37528,127.11263,37.37552,127.11236,37.37561,127.11226
187,4,0,1,4,0,0,0,0,0,37.37563,127.11191,37.37539,127.11217,37.3753,127.11227
187,5,0,0,7,0,0,0,0,0,37.37576,127.11209,37.37552,127.11236,37.37559,127.11247
187,5,0,1,4,0,0,0,0,0,37.37563,127.11191,37.37539,127.11217,37.3753,127.11227
188,1,0,0,8,0,0,0,0,0,37.37492,127.10993,37.37525,127.10993,37.37536,127.10995
188,1,0,1,4,0,0,0,0,0,37.37558,127.10972,37.37525,127.10969,37.37514,127.10969
188,2,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
189,1,0,0,6,0,0,0,0,0,37.37397,127.11002,37.37375,127.10972,37.37367,127.10961
189,1,0,1,2,0,0,0,0,0,37.37339,127.10958,37.3736,127.10989,37.37368,127.11
189,2,0,1,1,0,0,0,0,0,37.37382,127.11019,37.3736,127.10989,37.37349,127.10989
189,2,0,0,6,0,0,0,0,0,37.37397,127.11002,37.37375,127.10972,37.37367,127.10961
189,3,0,0,8,0,0,0,0,0,37.37335,127.10993,37.37368,127.10993,37.37379,127.10993
189,3,0,1,4,0,0,0,0,0,37.374,127.10968,37.37368,127.10968,37.37356,127.10968
190,1,0,0,8,0,0,0,0,0,37.37212,127.10434,37.37245,127.10434,37.37256,127.10434
190,1,0,1,4,0,0,0,0,0,37.37277,127.10409,37.37245,127.10409,37.37233,127.10409
190,2,0,0,7,0,0,0,0,0,37.37277,127.10434,37.37245,127.10434,37.37245,127.10449
190,2,0,1,4,0,0,0,0,0,37.37277,127.10409,37.37245,127.10409,37.37233,127.10409
190,3,0,1,1,0,0,0,0,0,37.37234,127.10462,37.37235,127.10421,37.37223,127.10421
191,1,0,0,5,0,0,0,0,0,37.37254,127.10552,37.37254,127.10593,37.37265,127.10592
191,1,0,1,2,0,0,0,0,0,37.37234,127.10552,37.37234,127.10592,37.37234,127.10607
191,2,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
191,3,0,0,8,0,0,0,0,0,37.37211,127.10605,37.37244,127.10605,37.37255,127.10605
191,3,0,1,3,0,0,0,0,0,37.37211,127.1058,37.37244,127.1058,37.37244,127.10565
191,4,0,1,1,0,0,0,0,0,37.37234,127.10633,37.37234,127.10593,37.37222,127.10592
191,4,0,0,6,0,0,0,0,0,37.37254,127.10633,37.37254,127.10593,37.37254,127.10578
191,5,0,0,7,0,0,0,0,0,37.37276,127.10604,37.37244,127.10605,37.37244,127.1062
191,5,0,1,4,0,0,0,0,0,37.37276,127.10579,37.37243,127.1058,37.37232,127.1058
192,1,0,0,8,0,0,0,0,0,37.3721,127.10837,37.37242,127.1084,37.37251,127.1085
192,1,0,1,4,0,0,0,0,0,37.37275,127.10845,37.3725,127.10819,37.37238,127.10817
192,2,0,0,8,0,0,0,0,0,37.3721,127.10837,37.37242,127.1084,37.37251,127.1085
192,2,0,1,3,0,0,0,0,0,37.37212,127.10812,37.37244,127.10816,37.37244,127.10801
192,3,0,0,5,0,0,0,0,0,37.37253,127.10787,37.37253,127.10828,37.37262,127.10838
193,1,0,0,7,0,0,0,0,0,37.37127,127.10605,37.37095,127.10604,37.37095,127.10619
193,1,0,1,4,0,0,0,0,0,37.37127,127.1058,37.37095,127.1058,37.37083,127.1058
193,2,0,0,8,0,0,0,0,0,37.37062,127.10605,37.37095,127.10604,37.37107,127.10604
193,2,0,1,3,0,0,0,0,0,37.37062,127.1058,37.37095,127.1058,37.37095,127.10565
193,3,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
193,4,0,1,2,0,0,0,0,0,37.37085,127.10551,37.37085,127.10592,37.37085,127.10607
193,4,0,0,6,0,0,0,0,0,37.37104,127.10633,37.37105,127.10592,37.37105,127.10577
195,1,0,1,4,0,0,0,0,0,37.37213,127.1097,37.37181,127.1097,37.37169,127.1097
195,1,0,0,8,0,0,0,0,0,37.37148,127.10995,37.37181,127.10995,37.37192,127.10995
195,2,0,1,1,0,0,0,0,0,37.37173,127.11024,37.37171,127.10984,37.37159,127.10983
195,3,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
196,1,0,0,8,0,0,0,0,0,37.37014,127.10995,37.37047,127.10995,37.37059,127.10995
196,1,0,1,4,0,0,0,0,0,37.37079,127.1097,37.37047,127.1097,37.37035,127.1097
196,2,0,1,1,0,0,0,0,0,37.37038,127.11023,37.37037,127.10983,37.37025,127.10983
197,1,0,0,8,0,0,0,0,0,37.3716,127.11215,37.37188,127.11234,37.37196,127.11245
197,1,0,1,4,0,0,0,0,0,37.37222,127.11244,37.372,127.11214,37.3719,127.11208
197,2,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
198,1,0,0,8,0,0,0,0,0,37.37098,127.11188,37.3713,127.11195,37.37141,127.11202
198,1,0,1,4,0,0,0,0,0,37.37165,127.11191,37.37137,127.11172,37.37125,127.11169
198,2,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
199,1,0,0,8,0,0,0,0,0,37.36821,127.10606,37.36853,127.10606,37.36865,127.10606
199,1,0,1,3,0,0,0,0,0,37.36821,127.10581,37.36853,127.10581,37.36853,127.10566
