INT_NO,INT_PHASE_NO,INT_PLAN_CLSS,INT_RING,INT_FLOW_NO,INT_MIN_SPLIT,INT_MAX_SPLIT,INT_YELLOW,INT_MAIN_PHASE,INT_LANE,INT_PHASE_LAT1,INT_PHASE_LNG1,INT_PHASE_LAT2,INT_PHASE_LNG2,INT_PHASE_LAT3,INT_PHASE_LNG3
644,3,0,1,2,0,0,0,0,0,37.43954,127.12741,37.43965,127.12779,37.43969,127.12793
644,4,0,1,1,0,0,0,0,0,37.43976,127.12818,37.43965,127.1278,37.43953,127.12782
644,4,0,0,6,0,0,0,0,0,37.43995,127.12809,37.43984,127.12771,37.4398,127.12757
645,1,0,0,8,0,0,0,0,0,37.4415,127.12757,37.44182,127.12751,37.44194,127.12749
645,1,0,1,4,0,0,0,0,0,37.44212,127.12721,37.4418,127.12727,37.44168,127.12729
645,2,0,0,8,0,0,0,0,0,37.4415,127.12757,37.44182,127.12751,37.44194,127.12749
645,2,0,1,3,0,0,0,0,0,37.44148,127.12732,37.4418,127.12727,37.44177,127.12712
645,3,0,0,5,0,0,0,0,0,37.44184,127.12697,37.44191,127.12737,37.44202,127.12735
645,3,0,1,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
645,4,0,1,1,0,0,0,0,0,37.44182,127.12782,37.44172,127.12743,37.4416,127.12745
646,1,0,0,8,0,0,0,0,0,37.44365,127.12719,37.44397,127.12714,37.44408,127.12713
646,1,0,1,4,0,0,0,0,0,37.44427,127.12686,37.44395,127.12689,37.44383,127.12691
646,2,0,1,4,0,0,0,0,0,37.44427,127.12686,37.44395,127.12689,37.44383,127.12691
646,2,0,0,8,0,0,0,0,0,37.44365,127.12719,37.44397,127.12714,37.44408,127.12713
646,3,0,1,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
646,3,0,0,7,0,0,0,0,0,37.44429,127.1271,37.44396,127.12714,37.444,127.12728
646,4,0,1,1,0,0,0,0,0,37.44397,127.12744,37.44386,127.12706,37.44374,127.12708
646,4,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
647,1,0,1,4,0,0,0,0,0,37.44826,127.12659,37.44793,127.1266,37.44782,127.12661
647,1,0,0,8,0,0,0,0,0,37.44762,127.12687,37.44794,127.12685,37.44806,127.12685
647,2,0,1,4,0,0,0,0,0,37.44826,127.12659,37.44793,127.1266,37.44782,127.12661
647,2,0,0,8,0,0,0,0,0,37.44762,127.12687,37.44794,127.12685,37.44806,127.12685
647,3,0,0,7,0,0,0,0,0,37.44827,127.12684,37.44794,127.12685,37.44795,127.127
647,3,0,1,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
647,4,0,1,1,0,0,0,0,0,37.44785,127.12714,37.44784,127.12673,37.44772,127.12674
648,1,0,0,8,0,0,0,0,0,37.45025,127.12676,37.45057,127.12674,37.45069,127.12674
648,1,0,1,4,0,0,0,0,0,37.45089,127.12648,37.45056,127.1265,37.45045,127.1265
648,2,0,1,4,0,0,0,0,0,37.45089,127.12648,37.45056,127.1265,37.45045,127.1265
648,2,0,0,8,0,0,0,0,0,37.45025,127.12676,37.45057,127.12674,37.45069,127.12674
648,3,0,0,7,0,0,0,0,0,37.45089,127.12673,37.45057,127.12674,37.45056,127.12689
2,3,0,0,7,10,100,3,0,0,37.41314,127.14395,37.41282,127.14395,37.41282,127.14409
2,3,0,1,3,0,0,0,0,0,37.4125,127.14368,37.41282,127.1437,37.41283,127.14355
2,4,0,0,5,0,0,0,0,0,37.41293,127.14342,37.41292,127.14383,37.41303,127.14383
2,4,0,1,2,0,0,0,0,0,37.41274,127.14341,37.41272,127.14382,37.41272,127.14396
2,5,0,0,6,0,0,0,0,0,37.41292,127.14423,37.41292,127.14382,37.41292,127.14368
2,5,0,1,1,0,0,0,0,0,37.41272,127.14423,37.41272,127.14382,37.4126,127.14382
3,1,0,0,8,0,0,0,0,0,37.40776,127.14286,37.40804,127.14307,37.40814,127.14314
3,1,0,1,4,0,0,0,0,0,37.40842,127.14304,37.40814,127.14285,37.40804,127.14278
3,2,0,0,7,0,0,0,0,0,37.40833,127.14326,37.40804,127.14307,37.40799,127.1432
3,2,0,1,3,0,0,0,0,0,37.40786,127.14265,37.40814,127.14286,37.40819,127.14272
3,3,0,0,6,0,0,0,0,0,37.40804,127.14338,37.40818,127.14301,37.40823,127.14288
3,3,0,1,2,0,0,0,0,0,37.40814,127.14254,37.408,127.14291,37.40795,127.14304
3,4,0,1,1,0,0,0,0,0,37.40786,127.14328,37.408,127.14291,37.4079,127.14283
3,4,0,0,5,0,0,0,0,0,37.40832,127.14265,37.40818,127.14301,37.40828,127.14308
4,1,0,0,8,0,0,0,0,0,37.40649,127.14195,37.40679,127.14212,37.40689,127.14219
4,4,0,1,4,0,0,0,0,0,37.40716,127.14211,37.40688,127.1419,37.40677,127.14184
5,1,0,0,6,0,0,0,0,0,37.40561,127.14516,37.40571,127.14477,37.40576,127.14464
5,1,0,1,2,0,0,0,0,0,37.40568,127.14432,37.40553,127.14467,37.40549,127.14481
5,2,0,0,7,0,0,0,0,0,37.40587,127.14501,37.40557,127.14485,37.40554,127.14499
5,3,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
6,1,0,0,6,0,0,0,0,0,37.40549,127.14866,37.40558,127.14827,37.40558,127.14812
6,1,0,1,2,0,0,0,0,0,37.40539,127.14782,37.40539,127.14823,37.40535,127.14837
6,2,0,0,7,0,0,0,0,0,37.40577,127.14846,37.40546,127.14835,37.40543,127.14849
6,3,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
7,1,0,1,2,0,0,0,0,0,37.40482,127.15079,37.40476,127.15119,37.40477,127.15133
7,1,0,0,6,0,0,0,0,0,37.40497,127.15161,37.40496,127.1512,37.40498,127.15106
7,2,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
9,1,0,0,8,0,0,0,0,0,37.40513,127.15538,37.40545,127.15538,37.40557,127.15538
9,1,0,1,4,0,0,0,0,0,37.40578,127.15514,37.40546,127.15513,37.40534,127.15513
9,2,0,0,7,0,0,0,0,0,37.40577,127.15539,37.40545,127.15538,37.40544,127.15553
9,2,0,1,3,0,0,0,0,0,37.40513,127.15513,37.40545,127.15513,37.40543,127.15499
9,3,0,0,5,0,0,0,0,0,37.4055,127.15484,37.40555,127.15524,37.40567,127.15524
9,3,0,1,2,0,0,0,0,0,37.40531,127.15487,37.40536,127.15527,37.40534,127.15542
9,4,0,0,6,0,0,0,0,0,37.40551,127.15567,37.40555,127.15527,37.40553,127.15513
9,4,0,1,1,0,0,0,0,0,37.40532,127.15565,37.40535,127.15524,37.40524,127.15524
11,1,0,0,6,0,0,0,0,0,37.40649,127.15259,37.40646,127.15218,37.40644,127.15204
11,1,0,1,2,0,0,0,0,0,37.40621,127.15181,37.40626,127.15221,37.40627,127.15236
11,2,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
11,3,0,1,4,0,0,0,0,0,37.40669,127.1521,37.40636,127.15207,37.40625,127.15207
11,3,0,0,8,0,0,0,0,0,37.40604,127.15233,37.40636,127.15232,37.40648,127.15233
12,1,0,1,2,0,0,0,0,0,37.40631,127.1481,37.40621,127.14849,37.40618,127.14863
12,1,0,0,6,0,0,0,0,0,37.40632,127.14895,37.4064,127.14855,37.40644,127.14841
12,2,0,0,7,0,0,0,0,0,37.40661,127.14872,37.40629,127.14865,37.40626,127.14879
12,2,0,1,4,0,0,0,0,0,37.40664,127.14848,37.40632,127.1484,37.40621,127.14836
12,3,0,0,8,0,0,0,0,0,37.40597,127.14853,37.40628,127.14864,37.40639,127.14867
12,3,0,1,3,0,0,0,0,0,37.40602,127.14829,37.40633,127.1484,37.40637,127.14826
13,1,0,0,8,0,0,0,0,0,37.40643,127.14662,37.40673,127.14679,37.40684,127.14685
13,1,0,1,4,0,0,0,0,0,37.40711,127.14673,37.40681,127.14656,37.40671,127.1465
13,2,0,0,5,0,0,0,0,0,37.40698,127.14634,37.40686,127.14672,37.40697,127.14678
13,3,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
14,1,0,0,6,0,0,0,0,0,37.40709,127.14601,37.40721,127.14563,37.40725,127.1455
14,1,0,1,1,0,0,0,0,0,37.4069,127.14592,37.40702,127.14554,37.40691,127.14548
14,2,0,0,7,0,0,0,0,0,37.40736,127.14587,37.40707,127.1457,37.40703,127.14584
14,2,0,1,4,0,0,0,0,0,37.40745,127.14565,37.40716,127.14547,37.40705,127.14541
14,3,0,1,3,0,0,0,0,0,37.40686,127.14531,37.40715,127.14547,37.4072,127.14534
14,3,0,0,8,0,0,0,0,0,37.40678,127.14553,37.40707,127.1457,37.40718,127.14576
14,4,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
14,5,0,0,5,0,0,0,0,0,37.40734,127.14527,37.4072,127.14564,37.40731,127.1457
14,5,0,1,2,0,0,0,0,0,37.40716,127.14517,37.40702,127.14553,37.40698,127.14567
15,1,0,1,2,0,0,0,0,0,37.4148,127.13863,37.41464,127.13899,37.41463,127.13914
15,1,0,0,6,0,0,0,0,0,37.41478,127.13947,37.41483,127.13907,37.41489,127.13894
15,2,0,1,1,0,0,0,0,0,37.41458,127.13943,37.41463,127.13903,37.41452,127.139
15,2,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
15,3,0,1,3,0,0,0,0,0,37.41443,127.13885,37.41475,127.13893,37.41481,127.1388
15,3,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
16,1,0,0,6,0,0,0,0,0,37.41315,127.13907,37.41317,127.13866,37.41319,127.13852
16,1,0,1,2,0,0,0,0,0,37.41302,127.13824,37.41298,127.13864,37.41297,127.13879
16,2,0,0,5,0,0,0,0,0,37.41322,127.13827,37.41317,127.13867,37.41329,127.1387
16,2,0,1,1,0,0,0,0,0,37.41295,127.13905,37.41298,127.13865,37.41286,127.13862
16,3,0,1,4,0,0,0,0,0,37.41341,127.13861,37.41309,127.13853,37.41298,127.13851
16,3,0,0,8,0,0,0,0,0,37.41274,127.13871,37.41306,127.13878,37.41317,127.13881
16,4,0,0,7,0,0,0,0,0,37.41337,127.13885,37.41306,127.13878,37.41305,127.13892
16,4,0,1,3,0,0,0,0,0,37.41277,127.13846,37.41309,127.13853,37.41311,127.13839
17,1,0,0,8,0,0,0,0,0,37.4103,127.13822,37.41063,127.13825,37.41074,127.13827
17,1,0,1,4,0,0,0,0,0,37.41097,127.13807,37.41065,127.138,37.41053,127.13799
17,2,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
18,1,0,0,7,0,0,0,0,0,37.40984,127.13817,37.40951,127.13813,37.40949,127.13828
18,1,0,1,4,0,0,0,0,0,37.40985,127.13792,37.40953,127.13789,37.40941,127.13788
18,2,0,1,2,0,0,0,0,0,37.40946,127.13759,37.40942,127.138,37.4094,127.13814
18,2,0,0,5,0,0,0,0,0,37.40966,127.13762,37.40962,127.13802,37.40974,127.13804
18,3,0,0,8,0,0,0,0,0,37.40919,127.13811,37.40952,127.13813,37.40963,127.13815
18,3,0,1,3,0,0,0,0,0,37.4092,127.13786,37.40953,127.13789,37.40954,127.13774
18,4,0,0,6,0,0,0,0,0,37.40955,127.13843,37.40962,127.13804,37.40963,127.13789
18,4,0,1,1,0,0,0,0,0,37.40935,127.13838,37.40943,127.13798,37.40931,127.13797
19,1,0,0,6,0,0,0,0,0,37.40782,127.13831,37.40787,127.13791,37.40787,127.13776
19,1,0,1,2,0,0,0,0,0,37.40768,127.13748,37.40767,127.13789,37.40765,127.13804
19,2,0,0,6,0,0,0,0,0,37.40782,127.13831,37.40787,127.13791,37.40787,127.13776
19,2,0,1,2,0,0,0,0,0,37.40768,127.13748,37.40767,127.13789,37.40765,127.13804
19,3,0,1,7,0,0,0,0,0,37.40809,127.13804,37.40776,127.13802,37.40775,127.13816
19,4,0,1,3,0,0,0,0,0,37.40745,127.13774,37.40778,127.13777,37.40778,127.13762
20,1,0,1,2,0,0,0,0,0,37.40916,127.13941,37.40909,127.1398,37.40904,127.13994
20,1,0,0,6,0,0,0,0,0,37.40915,127.14025,37.40927,127.13988,37.4093,127.13973
20,2,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
21,1,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
21,2,0,0,7,0,0,0,0,0,37.4088,127.14198,37.40853,127.14177,37.40848,127.14191
21,3,0,1,2,0,0,0,0,0,37.40861,127.14124,37.40849,127.14162,37.40844,127.14175
21,3,0,0,6,0,0,0,0,0,37.40853,127.14209,37.40867,127.14172,37.40871,127.14158
21,4,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
21,5,0,0,6,0,0,0,0,0,37.40853,127.14209,37.40867,127.14172,37.40871,127.14158
21,5,0,1,2,0,0,0,0,0,37.40861,127.14124,37.40849,127.14162,37.40844,127.14175
22,1,0,0,6,0,0,0,0,0,37.41446,127.14156,37.41456,127.14118,37.41458,127.14103
22,1,0,1,2,0,0,0,0,0,37.41442,127.14072,37.41437,127.14112,37.41433,127.14126
22,2,0,0,7,0,0,0,0,0,37.41476,127.14135,37.41444,127.14126,37.41441,127.1414
22,3,0,0,6,0,0,0,0,0,37.41446,127.14156,37.41456,127.14118,37.41458,127.14103
22,3,0,1,2,0,0,0,0,0,37.41442,127.14072,37.41437,127.14112,37.41433,127.14126
22,4,0,0,7,0,0,0,0,0,37.41476,127.14135,37.41444,127.14126,37.41441,127.1414
23,1,0,0,6,0,0,0,0,0,37.41296,127.14285,37.41298,127.14244,37.41298,127.14229
23,1,0,1,2,0,0,0,0,0,37.4128,127.14202,37.41278,127.14243,37.41277,127.14257
23,2,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
23,3,0,0,6,0,0,0,0,0,37.41296,127.14285,37.41298,127.14244,37.41298,127.14229
23,3,0,1,2,0,0,0,0,0,37.4128,127.14202,37.41278,127.14243,37.41277,127.14257
23,4,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
24,1,0,0,6,0,0,0,0,0,37.41682,127.13437,37.41692,127.13398,37.41694,127.13384
24,1,0,1,1,0,0,0,0,0,37.41663,127.13429,37.41674,127.1339,37.41662,127.1339
24,2,0,0,5,0,0,0,0,0,37.41698,127.13356,37.41693,127.13396,37.41704,127.13396
24,2,0,1,2,0,0,0,0,0,37.41679,127.13352,37.41673,127.13392,37.41669,127.13406
24,3,0,0,8,0,0,0,0,0,37.4165,127.13406,37.41683,127.13407,37.41694,127.13407
24,3,0,1,3,0,0,0,0,0,37.41651,127.13381,37.41683,127.13382,37.41685,127.13367
24,4,0,1,4,0,0,0,0,0,37.41715,127.13382,37.41683,127.13382,37.41671,127.13382
24,4,0,0,7,0,0,0,0,0,37.41715,127.13407,37.41683,127.13407,37.41679,127.13421
25,1,0,1,2,0,0,0,0,0,37.41331,127.13349,37.4133,127.13389,37.4133,127.13404
25,1,0,0,6,0,0,0,0,0,37.41349,127.13431,37.4135,127.1339,37.4135,127.13375
25,2,0,0,5,0,0,0,0,0,37.41351,127.13349,37.4135,127.1339,37.41362,127.1339
25,2,0,1,1,0,0,0,0,0,37.41329,127.1343,37.4133,127.13389,37.41318,127.13389
25,3,0,0,8,0,0,0,0,0,37.41308,127.13402,37.4134,127.13402,37.41352,127.13402
25,3,0,1,4,0,0,0,0,0,37.41373,127.13378,37.4134,127.13377,37.41328,127.13377
25,4,0,0,7,0,0,0,0,0,37.41372,127.13402,37.4134,127.13402,37.4134,127.13417
25,4,0,1,3,0,0,0,0,0,37.41308,127.13377,37.4134,127.13377,37.4134,127.13362
26,1,0,0,8,0,0,0,0,0,37.41052,127.134,37.41085,127.134,37.41096,127.134
26,1,0,1,4,0,0,0,0,0,37.41117,127.13376,37.41085,127.13375,37.41073,127.13375
26,2,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
27,1,0,0,6,0,0,0,0,0,37.40959,127.13425,37.40953,127.13384,37.40954,127.1337
27,1,0,1,2,0,0,0,0,0,37.40936,127.13345,37.40934,127.13385,37.40936,127.134
27,2,0,0,5,0,0,0,0,0,37.40956,127.13347,37.40954,127.13387,37.40965,127.13387
27,2,0,1,2,0,0,0,0,0,37.40936,127.13345,37.40934,127.13385,37.40936,127.134
27,3,0,1,4,0,0,0,0,0,37.40976,127.13374,37.40944,127.13374,37.40932,127.13374
27,3,0,0,8,0,0,0,0,0,37.40911,127.13399,37.40944,127.13399,37.40955,127.13399
27,4,0,0,7,0,0,0,0,0,37.40976,127.13399,37.40944,127.13399,37.40945,127.13413
27,4,0,1,3,0,0,0,0,0,37.40911,127.13374,37.40944,127.13374,37.40945,127.13359
28,1,0,1,2,0,0,0,0,0,37.40713,127.13355,37.40728,127.13391,37.4073,127.13405
28,1,0,0,6,0,0,0,0,0,37.40753,127.13423,37.40747,127.13383,37.40741,127.1337
28,2,0,0,5,0,0,0,0,0,37.4073,127.13343,37.40746,127.13379,37.40757,127.13379
28,2,0,1,1,0,0,0,0,0,37.40733,127.13427,37.40727,127.13387,37.40717,127.13394
28,3,0,0,8,0,0,0,0,0,37.40712,127.13414,37.40741,127.13396,37.40753,127.13396
28,3,0,1,3,0,0,0,0,0,37.40703,127.13392,37.40733,127.13374,37.40727,127.13361
28,4,0,0,7,0,0,0,0,0,37.40769,127.13398,37.40737,127.13398,37.40739,127.13412
28,4,0,1,4,0,0,0,0,0,37.40769,127.13373,37.40737,127.13373,37.40726,127.13379
29,1,0,0,6,0,0,0,0,0,37.40977,127.1364,37.4098,127.136,37.40979,127.13585
29,1,0,1,2,0,0,0,0,0,37.40956,127.1356,37.40961,127.136,37.40959,127.13615
29,2,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
30,1,0,0,6,0,0,0,0,0,37.41338,127.13679,37.41342,127.13639,37.41343,127.13624
30,1,0,1,2,0,0,0,0,0,37.41324,127.13596,37.41323,127.13637,37.41321,127.13651
131,2,0,1,3,0,0,0,0,0,37.37369,127.13659,37.37392,127.13631,37.37384,127.1362
526,1,0,0,8,0,0,0,0,0,37.43939,127.17274,37.43968,127.17254,37.43978,127.17248
526,1,0,1,4,0,0,0,0,0,37.43988,127.17214,37.43958,127.17232,37.43948,127.17239
526,2,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
527,1,0,0,6,0,0,0,0,0,37.44168,127.17069,37.44182,127.17033,37.44187,127.17019
527,1,0,1,2,0,0,0,0,0,37.44178,127.16985,37.44164,127.17022,37.44159,127.17035
527,2,0,0,5,0,0,0,0,0,37.44196,127.16995,37.44182,127.17032,37.44192,127.1704
527,3,0,0,7,0,0,0,0,0,37.44196,127.17059,37.44168,127.17038,37.44163,127.17051
528,1,0,1,1,0,0,0,0,0,37.42241,127.17103,37.42238,127.17062,37.42226,127.17066
528,1,0,0,6,0,0,0,0,0,37.42261,127.171,37.42257,127.17059,37.42257,127.17045
528,2,0,0,8,0,0,0,0,0,37.42219,127.17085,37.4225,127.17073,37.42262,127.17069
528,2,0,1,3,0,0,0,0,0,37.42214,127.17061,37.42245,127.17049,37.42244,127.17034
528,3,0,0,6,0,0,0,0,0,37.42261,127.171,37.42257,127.17059,37.42257,127.17045
528,3,0,1,2,0,0,0,0,0,37.42235,127.17021,37.42238,127.17062,37.42239,127.17076
531,1,0,0,8,0,0,0,0,0,37.41471,127.14873,37.41493,127.14842,37.41502,127.14834
531,1,0,1,4,0,0,0,0,0,37.41506,127.14801,37.4148,127.14824,37.41472,127.14835
531,2,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
531,3,0,0,8,0,0,0,0,0,37.41471,127.14873,37.41493,127.14842,37.41502,127.14834
531,3,0,1,4,0,0,0,0,0,37.41506,127.14801,37.4148,127.14824,37.41472,127.14835
531,4,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
532,1,0,1,2,0,0,0,0,0,37.41417,127.14976,37.41413,127.15016,37.41414,127.15031
532,1,0,0,6,0,0,0,0,0,37.41437,127.15057,37.41432,127.15016,37.41434,127.15002
532,2,0,0,5,0,0,0,0,0,37.41437,127.14979,37.41432,127.1502,37.41444,127.15023
532,2,0,1,1,0,0,0,0,0,37.41417,127.1506,37.41413,127.1502,37.41401,127.15016
532,3,0,0,8,0,0,0,0,0,37.41388,127.1502,37.4142,127.1503,37.41431,127.15034
532,3,0,1,3,0,0,0,0,0,37.41393,127.14996,37.41425,127.15006,37.41426,127.14991
532,4,0,0,7,0,0,0,0,0,37.41452,127.1504,37.4142,127.1503,37.41422,127.15045
532,4,0,1,4,0,0,0,0,0,37.41456,127.15016,37.41425,127.15006,37.41413,127.15002
533,1,0,0,6,0,0,0,0,0,37.41455,127.15233,37.41452,127.15193,37.41451,127.15178
533,1,0,1,2,0,0,0,0,0,37.41428,127.15155,37.41433,127.15196,37.41434,127.1521
533,2,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
534,1,0,0,6,0,0,0,0,0,37.4145,127.1555,37.41458,127.1551,37.41458,127.15496
534,1,0,1,1,0,0,0,0,0,37.41431,127.15544,37.41438,127.15505,37.41427,127.15504
534,2,0,0,6,0,0,0,0,0,37.4145,127.1555,37.41458,127.1551,37.41458,127.15496
534,2,0,1,2,0,0,0,0,0,37.4144,127.15466,37.41438,127.15507,37.41435,127.15521
534,3,0,0,5,0,0,0,0,0,37.4146,127.15468,37.41458,127.15508,37.4147,127.15509
534,3,0,1,2,0,0,0,0,0,37.4144,127.15466,37.41438,127.15507,37.41435,127.15521
534,4,0,0,7,0,0,0,0,0,37.4148,127.15523,37.41447,127.1552,37.41445,127.15534
534,4,0,1,4,0,0,0,0,0,37.41481,127.15498,37.41449,127.15495,37.41437,127.15494
534,5,0,0,8,0,0,0,0,0,37.41415,127.15518,37.41447,127.1552,37.41459,127.15521
534,5,0,1,3,0,0,0,0,0,37.41416,127.15493,37.41449,127.15495,37.41449,127.15481
535,1,0,0,8,0,0,0,0,0,37.41366,127.1572,37.41396,127.15735,37.41407,127.15741
535,1,0,1,4,0,0,0,0,0,37.41433,127.15727,37.41403,127.15712,37.41392,127.15707
535,2,0,1,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
535,2,0,0,5,0,0,0,0,0,37.41419,127.15689,37.41409,127.15727,37.4142,127.15733
536,1,0,0,5,0,0,0,0,0,37.41383,127.15804,37.4137,127.15841,37.41381,127.15849
536,1,0,1,2,0,0,0,0,0,37.41365,127.15794,37.41352,127.15832,37.41346,127.15844
536,2,0,1,2,0,0,0,0,0,37.41365,127.15794,37.41352,127.15832,37.41346,127.15844
536,2,0,0,6,0,0,0,0,0,37.41353,127.15878,37.4137,127.15843,37.41374,127.15829
536,3,0,0,7,0,0,0,0,0,37.41385,127.15867,37.41356,127.15847,37.4135,127.1586
536,4,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
537,1,0,0,8,0,0,0,0,0,37.41384,127.15867,37.41412,127.15887,37.41422,127.15895
537,1,0,1,4,0,0,0,0,0,37.4145,127.15886,37.41422,127.15866,37.41412,127.15858
537,2,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
538,1,0,1,4,0,0,0,0,0,37.41609,127.15062,37.41577,127.15052,37.41566,127.15049
538,1,0,0,8,0,0,0,0,0,37.41541,127.15067,37.41572,127.15076,37.41584,127.1508
538,2,0,0,6,0,0,0,0,0,37.41584,127.15105,37.41585,127.15064,37.41589,127.15051
538,2,0,1,2,0,0,0,0,0,37.41577,127.15022,37.41566,127.1506,37.41565,127.15074
538,3,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
539,1,0,0,6,0,0,0,0,0,37.41681,127.15135,37.41682,127.15094,37.41688,127.15082
539,1,0,1,2,0,0,0,0,0,37.41681,127.15053,37.41664,127.15087,37.41663,127.15102
539,2,0,0,8,0,0,0,0,0,37.41638,127.15096,37.41669,127.15106,37.4168,127.15112
539,2,0,1,3,0,0,0,0,0,37.41643,127.15072,37.41674,127.15082,37.41681,127.15069
539,3,0,0,7,0,0,0,0,0,37.41697,127.15122,37.41668,127.15105,37.41668,127.1512
539,3,0,1,4,0,0,0,0,0,37.41705,127.15099,37.41676,127.15082,37.41664,127.15079
540,1,0,0,6,0,0,0,0,0,37.41728,127.15342,37.41718,127.15303,37.41713,127.1529
540,1,0,1,2,0,0,0,0,0,37.41686,127.15275,37.417,127.15312,37.41703,127.15326
540,2,0,0,3,0,0,0,0,0,37.41676,127.15294,37.41708,127.15294,37.41703,127.15281
540,3,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
541,1,0,0,6,0,0,0,0,0,37.41742,127.15573,37.41746,127.15532,37.41746,127.15518
541,1,0,1,1,0,0,0,0,0,37.41723,127.15569,37.41727,127.15529,37.41715,127.15528
541,2,0,0,5,0,0,0,0,0,37.41745,127.1549,37.41746,127.1553,37.41758,127.15531
541,2,0,1,2,0,0,0,0,0,37.41726,127.1549,37.41727,127.15531,37.41725,127.15546
541,3,0,0,7,0,0,0,0,0,37.41768,127.15545,37.41736,127.15543,37.41735,127.15558
541,3,0,1,4,0,0,0,0,0,37.41769,127.1552,37.41737,127.15518,37.41725,127.15517
541,4,0,0,8,0,0,0,0,0,37.41704,127.15541,37.41736,127.15543,37.41748,127.15544
541,4,0,1,3,0,0,0,0,0,37.41705,127.15516,37.41737,127.15518,37.41737,127.15504
542,1,0,0,6,0,0,0,0,0,37.41504,127.15987,37.41525,127.15956,37.41534,127.15945
542,1,0,1,2,0,0,0,0,0,37.41534,127.1591,37.41511,127.15939,37.41503,127.1595
542,2,0,0,3,0,0,0,0,0,37.41494,127.15917,37.41522,127.15937,37.41531,127.15927
542,3,0,0,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
544,1,0,0,8,0,0,0,0,0,37.41948,127.18315,37.4198,127.18315,37.41992,127.18311
544,1,0,1,4,0,0,0,0,0,37.42009,127.18281,37.41978,127.18291,37.41966,127.18291
544,2,0,0,7,0,0,0,0,0,37.42014,127.18305,37.41983,127.18315,37.41991,127.18325
544,2,0,1,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
544,3,0,0,1,0,0,0,0,0,37.41996,127.1834,37.41973,127.18311,37.41962,127.18311
544,3,0,1,17,0,0,0,0,0,19.69448,117.9926,19.69448,117.9926,19.69448,117.9926
545,1,0,0,8,0,0,0,0,0,37.42056,127.18292,37.42087,127.18282,37.42098,127.18277
545,1,0,1,4,0,0,0,0,0,37.42113,127.18246,37.42082,127.18258,37.4207,127.18261
545,2,0,0,7,0,0,0,0,0,37.42116,127.18253,37.42091,127.18279,37.42091,127.18294
545,2,0,1,4,0,0,0,0,0,37.42103,127.18234,37.42078,127.1826,37.42067,127.18264
545,3,0,1,4,0,0,0,0,0,37.42113,127.18246,37.42082,127.18258,37.4207,127.18261
545,3,0,0,7,0,0,0,0,0,37.42119,127.1827,37.42087,127.18281,37.42088,127.18296
545,4,0,0,1,0,0,0,0,0,37.42075,127.1831,37.42075,127.1827,37.42063,127.18273
