COL_DTM,INT_NO,INT_STAT,INT_PHASE_NO,LNKD_DTM
20231000000000,373,1,1,2023-10-18 08:00:00
20231000000000,403,1,3,2023-10-18 08:00:00
20231000000000,443,1,2,2023-10-18 08:00:00
20231000000000,466,1,1,2023-10-18 08:00:00
20231000000000,683,1,2,2023-10-18 08:00:00
20231000000000,44,1,4,2023-10-18 08:00:00
20231000000000,212,1,2,2023-10-18 08:00:00
20231000000000,265,1,1,2023-10-18 08:00:00
20231000000000,279,1,3,2023-10-18 08:00:00
20231000000000,463,1,1,2023-10-18 08:00:00
20231000000000,49,1,2,2023-10-18 08:00:00
20231000000000,92,1,3,2023-10-18 08:00:00
20231000000000,182,1,2,2023-10-18 08:00:00
20231000000000,211,1,2,2023-10-18 08:00:00
20231000000000,524,1,1,2023-10-18 08:00:00
20231000000000,58,1,4,2023-10-18 08:00:00
20231000000000,446,1,3,2023-10-18 08:00:00
20231000000000,667,1,2,2023-10-18 08:00:00
20231000000000,96,1,1,2023-10-18 08:00:00
20231000000000,105,1,1,2023-10-18 08:00:00
20231000000000,280,1,2,2023-10-18 08:00:00
20231000000000,452,1,2,2023-10-18 08:00:00
20231000000000,490,1,3,2023-10-18 08:00:00
20231000000000,612,1,2,2023-10-18 08:00:00
20231000000000,681,1,1,2023-10-18 08:00:00
20231000000000,750,1,2,2023-10-18 08:00:00
20231000000000,46,1,3,2023-10-18 08:00:00
20231000000000,53,1,1,2023-10-18 08:00:00
20231000000000,78,1,3,2023-10-18 08:00:00
20231000000000,95,1,2,2023-10-18 08:00:00
20231000000000,124,1,1,2023-10-18 08:00:00
20231000000000,129,1,4,2023-10-18 08:00:00
20231000000000,147,1,4,2023-10-18 08:00:00
20231000000000,176,1,2,2023-10-18 08:00:00
20231000000000,383,1,2,2023-10-18 08:00:00
20231000000000,447,1,2,2023-10-18 08:00:00
20231000000000,633,1,2,2023-10-18 08:00:00
20231000000000,646,1,4,2023-10-18 08:00:00
20231000000000,691,1,1,2023-10-18 08:00:00
20231000000000,696,1,2,2023-10-18 08:00:00
20231000000000,12,1,2,2023-10-18 08:00:00
20231000000000,153,1,1,2023-10-18 08:00:00
20231000000000,252,1,4,2023-10-18 08:00:00
20231000000000,264,1,1,2023-10-18 08:00:00
20231000000000,357,1,4,2023-10-18 08:00:00
20231000000000,478,1,5,2023-10-18 08:00:00
20231000000000,624,1,3,2023-10-18 08:00:00
20231000000000,249,1,4,2023-10-18 08:00:00
20231000000000,388,1,2,2023-10-18 08:00:00
20231000000000,489,1,3,2023-10-18 08:00:00
20231000000000,208,1,4,2023-10-18 08:00:00
20231000000000,103,1,3,2023-10-18 08:00:00
20231000000000,362,1,2,2023-10-18 08:00:00
20231000000000,441,1,4,2023-10-18 08:00:00
20231000000000,449,1,3,2023-10-18 08:00:00
20231000000000,467,1,1,2023-10-18 08:00:00
20231000000000,665,1,2,2023-10-18 08:00:00
20231000000000,729,1,2,2023-10-18 08:00:00
20231000000000,60,1,4,2023-10-18 08:00:00
20231000000000,100,1,1,2023-10-18 08:00:00
20231000000000,106,1,1,2023-10-18 08:00:00
20231000000000,222,1,2,2023-10-18 08:00:00
20231000000000,286,1,2,2023-10-18 08:00:00
20231000000000,389,1,2,2023-10-18 08:00:00
20231000000000,405,1,1,2023-10-18 08:00:00
20231000000000,638,1,2,2023-10-18 08:00:00
20231000000000,661,1,2,2023-10-18 08:00:00
20231000000000,730,1,2,2023-10-18 08:00:00
20231000000000,744,1,1,2023-10-18 08:00:00
20231000000000,181,1,4,2023-10-18 08:00:00
20231000000000,408,1,1,2023-10-18 08:00:00
20231000000000,451,1,4,2023-10-18 08:00:00
20231000000000,518,1,5,2023-10-18 08:00:00
20231000000000,1,1,2,2023-10-18 08:00:00
20231000000000,234,1,2,2023-10-18 08:00:00
20231000000000,15,1,2,2023-10-18 08:00:00
20231000000000,221,1,4,2023-10-18 08:00:00
20231000000000,282,1,2,2023-10-18 08:00:00
20231000000000,435,1,2,2023-10-18 08:00:00
20231000000000,479,1,2,2023-10-18 08:00:00
20231000000000,27,1,2,2023-10-18 08:00:00
20231000000000,288,1,2,2023-10-18 08:00:00
20231000000000,496,1,1,2023-10-18 08:00:00
20231000000000,141,1,3,2023-10-18 08:00:00
20231000000000,303,1,4,2023-10-18 08:00:00
20231000000000,417,1,1,2023-10-18 08:00:00
20231000000000,666,1,2,2023-10-18 08:00:00
20231000000000,307,1,2,2023-10-18 08:00:00
20231000000000,675,1,3,2023-10-18 08:00:00
20231000000000,422,1,2,2023-10-18 08:00:00
20231000000000,731,1,2,2023-10-18 08:00:00
20231000000000,39,1,2,2023-10-18 08:00:00
20231000000000,41,1,2,2023-10-18 08:00:00
20231000000000,634,1,3,2023-10-18 08:00:00
20231000000000,733,1,2,2023-10-18 08:00:00
20231000000000,116,1,2,2023-10-18 08:00:00
20231000000000,174,1,2,2023-10-18 08:00:00
20231000000000,439,1,2,2023-10-18 08:00:00
20231000000000,588,1,6,2023-10-18 08:00:00
20231000000000,636,1,2,2023-10-18 08:00:00
20231000000000,732,1,2,2023-10-18 08:00:00
20231000000000,36,1,1,2023-10-18 08:00:00
20231000000000,148,1,2,2023-10-18 08:00:00
20231000000000,297,1,2,2023-10-18 08:00:00
20231000000000,671,1,2,2023-10-18 08:00:00
20231000000000,172,1,2,2023-10-18 08:00:00
20231000000000,308,1,3,2023-10-18 08:00:00
20231000000000,321,1,3,2023-10-18 08:00:00
20231000000000,535,1,2,2023-10-18 08:00:00
20231000000000,134,1,2,2023-10-18 08:00:00
20231000000000,173,1,2,2023-10-18 08:00:00
20231000000000,70,1,2,2023-10-18 08:00:00
20231000000000,183,1,2,2023-10-18 08:00:00
20231000000000,251,1,2,2023-10-18 08:00:00
20231000000000,639,1,2,2023-10-18 08:00:00
20231000000000,34,1,3,2023-10-18 08:00:00
20231000000000,131,1,2,2023-10-18 08:00:00
20231000000000,239,1,2,2023-10-18 08:00:00
20231000000000,578,1,2,2023-10-18 08:00:00
20231000000000,30,1,2,2023-10-18 08:00:00
20231000000000,117,1,2,2023-10-18 08:00:00
20231000000000,299,1,2,2023-10-18 08:00:00
20231000000000,533,1,2,2023-10-18 08:00:00
20231000000000,576,1,2,2023-10-18 08:00:00
20231000000000,320,1,2,2023-10-18 08:00:00
20231000000000,3,1,2,2023-10-18 08:00:00
20231000000000,29,1,2,2023-10-18 08:00:00
20231000000000,110,1,2,2023-10-18 08:00:00
20231000000000,229,1,2,2023-10-18 08:00:00
20231000000000,305,1,2,2023-10-18 08:00:00
20231000000000,686,1,2,2023-10-18 08:00:00
20231000000000,149,1,2,2023-10-18 08:01:00
20231000000000,685,1,2,2023-10-18 08:01:00
20231000000000,687,1,2,2023-10-18 08:01:00
20231000000000,4,1,3,2023-10-18 08:01:00
20231000000000,484,1,2,2023-10-18 08:01:00
20231000000000,76,1,2,2023-10-18 08:01:00
20231000000000,571,1,2,2023-10-18 08:01:00
20231000000000,40,1,2,2023-10-18 08:01:00
20231000000000,269,1,2,2023-10-18 08:01:00
20231000000000,309,1,2,2023-10-18 08:01:00
20231000000000,520,1,2,2023-10-18 08:01:00
20231000000000,132,1,2,2023-10-18 08:01:00
20231000000000,668,1,2,2023-10-18 08:01:00
20231000000000,156,1,2,2023-10-18 08:01:00
20231000000000,216,1,2,2023-10-18 08:01:00
20231000000000,582,1,2,2023-10-18 08:01:00
20231000000000,209,1,2,2023-10-18 08:01:00
20231000000000,677,1,2,2023-10-18 08:01:00
20231000000000,207,1,3,2023-10-18 08:01:00
20231000000000,263,1,2,2023-10-18 08:01:00
20231000000000,678,1,2,2023-10-18 08:01:00
20231000000000,237,1,2,2023-10-18 08:01:00
20231000000000,493,1,2,2023-10-18 08:01:00
20231000000000,539,1,2,2023-10-18 08:01:00
20231000000000,540,1,2,2023-10-18 08:01:00
20231000000000,698,1,2,2023-10-18 08:01:00
20231000000000,598,1,2,2023-10-18 08:01:00
20231000000000,22,1,2,2023-10-18 08:01:00
20231000000000,146,1,2,2023-10-18 08:01:00
20231000000000,54,1,2,2023-10-18 08:01:00
20231000000000,517,1,3,2023-10-18 08:01:00
20231000000000,323,1,2,2023-10-18 08:01:00
20231000000000,682,1,2,2023-10-18 08:01:00
20231000000000,171,1,2,2023-10-18 08:01:00
20231000000000,63,1,2,2023-10-18 08:01:00
20231000000000,256,1,2,2023-10-18 08:01:00
20231000000000,606,1,2,2023-10-18 08:01:00
20231000000000,409,1,2,2023-10-18 08:01:00
20231000000000,214,1,2,2023-10-18 08:01:00
20231000000000,204,1,2,2023-10-18 08:01:00
20231000000000,659,1,2,2023-10-18 08:01:00
20231000000000,504,1,2,2023-10-18 08:01:00
20231000000000,62,1,2,2023-10-18 08:01:00
20231000000000,472,1,2,2023-10-18 08:01:00
20231000000000,419,1,2,2023-10-18 08:01:00
20231000000000,473,1,2,2023-10-18 08:01:00
20231000000000,637,1,2,2023-10-18 08:01:00
20231000000000,438,1,2,2023-10-18 08:01:00
20231000000000,573,1,2,2023-10-18 08:01:00
20231000000000,274,1,2,2023-10-18 08:01:00
20231000000000,218,1,2,2023-10-18 08:01:00
20231000000000,657,1,2,2023-10-18 08:01:00
20231000000000,664,1,2,2023-10-18 08:02:00
20231000000000,161,1,2,2023-10-18 08:02:00
20231000000000,458,1,2,2023-10-18 08:02:00
20231000000000,410,1,2,2023-10-18 08:02:00
20231000000000,528,1,1,2023-10-18 08:02:00
